submission_id,age,choice1,choice2,choiceNameFirst,comments,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,modifier,name1,name2,position,prolific_pid,prolific_session_id,prolific_study_id,prompt,response,responseTime,targeted,trialNR
2480,25,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Graduated College,29211,1710587184831,1710587155620,female,English,having,Agoriv,Denoden,PP,5b58be8a51ac08000194fcd4,65f57d01a0ffd51e16cd77bc,65f5705be11b7bb4e9b1968d,Agoriv is associated with getting Denoden.,Agoriv causes Denoden.,11826,second,0
2484,30,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,NA,Graduated College,27013,1710587187900,1710587160887,male,English,getting,Agoriv,Rebosen,PP,5ea12f2dd32031131be8c1fb,65f57d108e2b525b091a92fb,65f5705be11b7bb4e9b1968d,Agoriv is associated with having Rebosen.,Agoriv causes Rebosen.,13508,second,0
2496,40,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Graduated College,44144,1710587245454,1710587201310,female,English,having,Denoden,Ceflar,subj,56896433d3d6a7000ca23d94,65f57d36a0ffd51e16cd77c4,65f5705be11b7bb4e9b1968d,Having Denoden is associated with Ceflar.,Denoden causes Ceflar.,13568,first,0
2498,60,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,Graduated High-school,62856,1710587172181,1710587109325,female,English,getting,Denoden,Rebosen,PP,5d4043f25458cb0001d164a0,65f57d2963f627ecf1af0ded,65f5705be11b7bb4e9b1968d,Denoden is associated with having Rebosen.,Denoden causes Rebosen.,30472,second,0
2504,58,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Higher degree,48020,1710587270480,1710587222460,male,,having,Flembers,Agoriv,subj,58db227dc207720001e2f63a,65f57d521c03bff8caa1f114,65f5705be11b7bb4e9b1968d,Having Flembers is associated with Agoriv.,Agoriv causes Flembers.,19903,first,0
2507,29,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated College,101482,1710587279159,1710587177677,female,English,having,Agoriv,Themaglin,PP,612505db1b9ee34d76686d2b,65f57d23cf58d60ef65edf03,65f5705be11b7bb4e9b1968d,Agoriv is associated with getting Themaglin.,Agoriv causes Themaglin.,60809,second,0
2397,55,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,None,Graduated High-school,100506,1710586621206,1710586520700,female,English ,having,Rebosen,Ceflar,subj,5b9cae9ef07414000104c17a,65f57a8ea41725db8eff2d1c,65f5705be11b7bb4e9b1968d,Having Rebosen is associated with Ceflar.,Rebosen causes Ceflar.,73876,first,0
2398,42,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Graduated High-school,45019,1710586628022,1710586583003,male,,having,Agoriv,Ceflar,subj,6140817ff93b30c0c188e259,65f57ad198fe086877d5b611,65f5705be11b7bb4e9b1968d,Having Agoriv is associated with Ceflar.,Agoriv causes Ceflar.,22338,first,0
2401,51,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,Graduated High-school,35445,1710586665419,1710586629974,female,english,having,Rebosen,Flembers,subj,5e8d96efe32229018dec69dd,65f57affd0dc4e028e164683,65f5705be11b7bb4e9b1968d,Having Rebosen is associated with Flembers.,Flembers causes Rebosen.,14657,first,0
2405,35,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,Graduated College,51286,1710586699536,1710586648250,female,English,having,Themaglin,Rebosen,subj,568d86dde3ef9e000da0d924,65f57b10c2c3b78c8ed5aa48,65f5705be11b7bb4e9b1968d,Having Themaglin is associated with Rebosen.,Rebosen causes Themaglin.,22317,first,0
2413,32,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Graduated College,65088,1710586801758,1710586736670,male,English,getting,Themaglin,Ceflar,subj,5eec88ae26ae300117070b57,65f57b6a63f627ecf1af0d8f,65f5705be11b7bb4e9b1968d,Getting Themaglin is associated with Ceflar.,Ceflar causes Themaglin.,42718,first,0
2429,26,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,Higher degree,48598,1710586900903,1710586852305,male,English,getting,Rebosen,Ceflar,PP,605fad86115c436a88a3ac7e,65f57be0499489572acce779,65f5705be11b7bb4e9b1968d,Rebosen is associated with having Ceflar.,Ceflar causes Rebosen.,31346,second,0
2433,19,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Graduated College,30985,1710586920848,1710586889863,male,English Polish,getting,Themaglin,Ceflar,subj,615707069aafc9204b163311,65f57c07c25233291cc13abc,65f5705be11b7bb4e9b1968d,Getting Themaglin is associated with Ceflar.,Ceflar causes Themaglin.,16231,first,0
2435,34,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Graduated College,59683,1710586923707,1710586864024,female,English,getting,Rebosen,Themaglin,PP,5daedfcfaebbbb0017ff84af,65f57be877af580afc400ec8,65f5705be11b7bb4e9b1968d,Rebosen is associated with having Themaglin.,Themaglin causes Rebosen.,38296,second,0
2442,38,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Graduated High-school,66917,1710586970490,1710586903573,male,English,having,Themaglin,Flembers,subj,5ebd9047a4e2fc0ab05b2e40,65f57c1049034aba6be114a9,65f5705be11b7bb4e9b1968d,Having Themaglin is associated with Flembers.,Flembers causes Themaglin.,41017,first,0
2399,34,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Higher degree,46264,1710586632360,1710586586096,female,English,having,Rebosen,Ceflar,subj,5e34c6636ef37a49dcb5d1e8,65f57ac39426c824ebce2367,65f5705be11b7bb4e9b1968d,Having Rebosen is associated with Ceflar.,Rebosen causes Ceflar.,27126,first,0
2402,56,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,Graduated College,45078,1710586671424,1710586626346,male,English,having,Rebosen,Flembers,PP,560925acd7def20005b7362a,65f57afba41725db8eff2d31,65f5705be11b7bb4e9b1968d,Rebosen is associated with getting Flembers.,Rebosen causes Flembers.,21612,second,0
2408,25,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Graduated High-school,61365,1710586731654,1710586670289,female,English,having,Rebosen,Themaglin,PP,6528575989ab8d85b7372217,65f57b28391bec682990d440,65f5705be11b7bb4e9b1968d,Rebosen is associated with getting Themaglin.,Themaglin causes Rebosen.,36620,second,0
2412,39,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Higher degree,37072,1710586793443,1710586756371,female,English,getting,Ceflar,Denoden,subj,56a930c711926500056e6eed,65f57b80499489572acce75c,65f5705be11b7bb4e9b1968d,Getting Ceflar is associated with Denoden.,Denoden causes Ceflar.,21324,first,0
2432,42,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,none,Graduated College,22785,1710586919179,1710586896394,male,English,getting,Rebosen,Flembers,subj,6019af2fccedd613b582048e,65f57bce5e08f6ab54dff68e,65f5705be11b7bb4e9b1968d,Getting Rebosen is associated with Flembers.,Flembers causes Rebosen.,7319,first,0
2444,37,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Graduated High-school,67757,1710586977889,1710586910132,male,English,getting,Ceflar,Themaglin,PP,5b4b679dff74970001256d36,65f57c175fbf82f0d5de5dcd,65f5705be11b7bb4e9b1968d,Ceflar is associated with having Themaglin.,Ceflar causes Themaglin.,39571,second,0
2448,40,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Graduated High-school,130097,1710587257682,1710587127585,male,English,getting,Denoden,Rebosen,PP,5dfba7f0adef82000d403dd1,65f57c06a94897240363d736,65f5705be11b7bb4e9b1968d,Denoden is associated with having Rebosen.,Denoden causes Rebosen.,33984,second,0
2458,58,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,Could be either choice really.,Graduated College,80509,1710587085754,1710587005245,male,English,having,Themaglin,Agoriv,subj,60918b87433556c3fa5d8284,65f57c7377af580afc400ee5,65f5705be11b7bb4e9b1968d,Having Themaglin is associated with Agoriv.,Themaglin causes Agoriv.,26567,first,0
2467,44,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Graduated High-school,37407,1710587125698,1710587088291,male,English,having,Themaglin,Rebosen,PP,63efe25e481b721d4bcd9639,65f57cca44684c49035150f4,65f5705be11b7bb4e9b1968d,Themaglin is associated with getting Rebosen.,Themaglin causes Rebosen.,22250,second,0
2400,35,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Graduated College,37954,1710586655953,1710586617999,male,,having,Agoriv,Flembers,subj,5ac8fe80a3ba7a0001b4cba2,65f57af3f1470a09b64cfdf6,65f5705be11b7bb4e9b1968d,Having Agoriv is associated with Flembers.,Agoriv causes Flembers.,24806,first,0
2406,30,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,Higher degree,53324,1710586707358,1710586654034,female,English,getting,Flembers,Denoden,subj,6352ec755434712aa8f45ee4,65f57b1807e74f050a062e03,65f5705be11b7bb4e9b1968d,Getting Flembers is associated with Denoden.,Denoden causes Flembers.,29322,first,0
2414,38,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated College,70108,1710586808961,1710586738853,female,English,getting,Ceflar,Denoden,subj,63f7bbc4fdef28a0923b7166,65f57b6bc9dc2e4a90e01e7f,65f5705be11b7bb4e9b1968d,Getting Ceflar is associated with Denoden.,Denoden causes Ceflar.,38255,first,0
2419,32,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Higher degree,64343,1710586870919,1710586806576,female,English,having,Agoriv,Flembers,PP,5f75f7a73bf0b60009f88e38,65f57b9b3cc1862af61a9ec8,65f5705be11b7bb4e9b1968d,Agoriv is associated with getting Flembers.,Agoriv causes Flembers.,38884,second,0
2420,55,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Higher degree,56297,1710586850638,1710586794341,female,engish,having,Agoriv,Ceflar,subj,5989b85ce684850001dfe29c,65f57b925754b209484d1142,65f5705be11b7bb4e9b1968d,Having Agoriv is associated with Ceflar.,Ceflar causes Agoriv.,21140,first,0
2440,30,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Higher degree,35823,1710586957892,1710586922069,female,English,having,Flembers,Denoden,PP,5e1b307333e83535d72af1e5,65f57c230480fb47aae847a6,65f5705be11b7bb4e9b1968d,Flembers is associated with getting Denoden.,Denoden causes Flembers.,18478,second,0
2447,47,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,I did not like either of the answer options.,Higher degree,76466,1710587022553,1710586946087,male,English,getting,Ceflar,Denoden,PP,599186630675b100014daddd,65f57c37838dcc1ac145f610,65f5705be11b7bb4e9b1968d,Ceflar is associated with having Denoden.,Ceflar causes Denoden.,23423,second,0
2454,30,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Higher degree,34836,1710587117595,1710587082759,male,English,having,Themaglin,Agoriv,subj,5756f509a300c500073d0772,65f57c84dc148945f0f09860,65f5705be11b7bb4e9b1968d,Having Themaglin is associated with Agoriv.,Agoriv causes Themaglin.,24420,first,0
2459,25,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Higher degree,36187,1710587095232,1710587059045,female,English,having,Flembers,Themaglin,subj,599d753f872eec00019569d7,65f57ca54af96460db090139,65f5705be11b7bb4e9b1968d,Having Flembers is associated with Themaglin.,Themaglin causes Flembers.,21293,first,0
2403,31,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,None. ,Graduated College,30068,1710586688495,1710586658427,male,English ,getting,Themaglin,Agoriv,subj,5e3b3479d0a20f34da37e342,65f57b1c4f9d8d272d90d639,65f5705be11b7bb4e9b1968d,Getting Themaglin is associated with Agoriv.,Themaglin causes Agoriv.,13578,first,0
2415,43,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Higher degree,36520,1710586822446,1710586785926,female,English,getting,Denoden,Flembers,PP,5f218810dbe587339609aee4,65f57b9cf1ef7ab6bb4c270d,65f5705be11b7bb4e9b1968d,Denoden is associated with having Flembers.,Flembers causes Denoden.,18152,second,0
2437,31,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,Graduated High-school,48234,1710586935308,1710586887074,male,English,getting,Rebosen,Flembers,PP,641360c2d049750e77c9a34a,65f57bfdb2471d94ad38e0e2,65f5705be11b7bb4e9b1968d,Rebosen is associated with having Flembers.,Flembers causes Rebosen.,22611,second,0
2449,33,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,Graduated College,35974,1710587038998,1710587003024,female,English,getting,Agoriv,Rebosen,subj,5d35e1d0dd67fd00016dd197,65f57c7184a132e10ed5bba1,65f5705be11b7bb4e9b1968d,Getting Agoriv is associated with Rebosen.,Rebosen causes Agoriv.,15136,first,0
2462,26,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Graduated College,59178,1710587090647,1710587031469,male,English,having,Ceflar,Agoriv,PP,6414bb5268067523aa656cf6,65f57c8ea4fe5d0913281228,65f5705be11b7bb4e9b1968d,Ceflar is associated with getting Agoriv.,Ceflar causes Agoriv.,33398,second,0
2463,31,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Higher degree,79590,1710587101055,1710587021465,female,English,getting,Agoriv,Flembers,subj,5e56de212445b00937cd92a2,65f57c7c4d61aa2462a036a1,65f5705be11b7bb4e9b1968d,Getting Agoriv is associated with Flembers.,Flembers causes Agoriv.,23583,first,0
2482,51,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Higher degree,50855,1710587182172,1710587131317,male,english,getting,Ceflar,Denoden,subj,63a595f6647550ecffa24f9e,65f57cf5f1470a09b64cfe55,65f5705be11b7bb4e9b1968d,Getting Ceflar is associated with Denoden.,Denoden causes Ceflar.,31090,first,0
2486,70,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,Graduated College,91642,1710587194882,1710587103240,male,English,having,Agoriv,Themaglin,subj,5f859da7c823900253085c48,65f57cda4f9d8d272d90d692,65f5705be11b7bb4e9b1968d,Having Agoriv is associated with Themaglin.,Themaglin causes Agoriv.,55654,first,0
2489,31,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,Graduated High-school,47079,1710587214586,1710587167507,female,English ,having,Agoriv,Ceflar,PP,60579cf7a6d16bf2533b83c9,65f57d1877f3db0d478885df,65f5705be11b7bb4e9b1968d,Agoriv is associated with getting Ceflar.,Agoriv causes Ceflar.,35334,second,0
2404,37,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Graduated High-school,117462,1710587004247,1710586886785,male,english,getting,Denoden,Ceflar,subj,606df53de4b0550a5f42fefe,65f57abfac224650dd5eded8,65f5705be11b7bb4e9b1968d,Getting Denoden is associated with Ceflar.,Ceflar causes Denoden.,43286,first,0
2409,36,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,Graduated College,64636,1710586738060,1710586673424,female,English,getting,Rebosen,Flembers,PP,6147a129578544bd3700e487,65f57b21c4a4cbdb07767f57,65f5705be11b7bb4e9b1968d,Rebosen is associated with having Flembers.,Rebosen causes Flembers.,24824,second,0
2411,28,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Higher degree,26423,1710586788800,1710586762377,male,English,having,Denoden,Themaglin,subj,5c4f87f89c016f0001f501de,65f57b85aa9026db59ebf597,65f5705be11b7bb4e9b1968d,Having Denoden is associated with Themaglin.,Themaglin causes Denoden.,16703,first,0
2418,63,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,Graduated High-school,58774,1710586843799,1710586785025,male,English,getting,Rebosen,Ceflar,PP,65cb625823c5a307bd039838,65f57b978f9ee4e035af3c36,65f5705be11b7bb4e9b1968d,Rebosen is associated with having Ceflar.,Rebosen causes Ceflar.,27030,second,0
2422,42,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Higher degree,70010,1710586861331,1710586791321,female,English,having,Denoden,Agoriv,subj,614714ff71b7fab77e0a8ef6,65f57b9fecfcc204cbf0b662,65f5705be11b7bb4e9b1968d,Having Denoden is associated with Agoriv.,Agoriv causes Denoden.,37172,first,0
2425,33,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Higher degree,42196,1710586881386,1710586839190,female,English,getting,Rebosen,Denoden,PP,5a270517b4a5de00011af15c,65f57bd23213d7223ce27c87,65f5705be11b7bb4e9b1968d,Rebosen is associated with having Denoden.,Denoden causes Rebosen.,25099,second,0
2445,,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Graduated College,39992,1710586992613,1710586952621,male,ENGLISH,having,Themaglin,Flembers,subj,5ba88ccbdd59150001381091,65f57c4284a132e10ed5bb98,65f5705be11b7bb4e9b1968d,Having Themaglin is associated with Flembers.,Flembers causes Themaglin.,22816,first,0
2475,36,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,"great study, thanks",Higher degree,44455,1710587147429,1710587102974,female,english,having,Ceflar,Agoriv,PP,6066d08253019ea549b1dd37,65f57cd6e5d2f31956d49419,65f5705be11b7bb4e9b1968d,Ceflar is associated with getting Agoriv.,Ceflar causes Agoriv.,19560,second,0
2501,68,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Graduated High-school,82476,1710587256468,1710587173992,male,English,getting,Denoden,Flembers,PP,65035bd45ffc5002e37c77a8,65f57d20c4a4cbdb07767f96,65f5705be11b7bb4e9b1968d,Denoden is associated with having Flembers.,Flembers causes Denoden.,59063,second,0
2453,39,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Graduated College,57305,1710587066223,1710587008918,male,English ,having,Denoden,Flembers,PP,59c177605c50560001df944c,65f57c7964065b50fae25616,65f5705be11b7bb4e9b1968d,Denoden is associated with getting Flembers.,Denoden causes Flembers.,24073,second,0
2470,53,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Graduated High-school,40218,1710587128417,1710587088199,male,English,having,Agoriv,Ceflar,subj,613dac93910a1063e52bfbe3,65f57ccb8a3cb154ab513076,65f5705be11b7bb4e9b1968d,Having Agoriv is associated with Ceflar.,Ceflar causes Agoriv.,21481,first,0
2479,47,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Graduated College,54162,1710587173138,1710587118976,female,english,getting,Flembers,Agoriv,subj,6141f7a099e55e62d025435e,65f57ce69426c824ebce23d4,65f5705be11b7bb4e9b1968d,Getting Flembers is associated with Agoriv.,Agoriv causes Flembers.,31552,first,0
2490,60,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,Higher degree,43455,1710587221880,1710587178425,female,English,getting,Flembers,Rebosen,subj,63d7a00dda5ba43062e6579a,65f57d288a3cb154ab513088,65f5705be11b7bb4e9b1968d,Getting Flembers is associated with Rebosen.,Rebosen causes Flembers.,20984,first,0
2511,34,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,Graduated College,27132,1710587294306,1710587267174,female,English,having,Flembers,Denoden,subj,5ddb35efe05cada94fd5497b,65f57d7e1b19a041bbde1d95,65f5705be11b7bb4e9b1968d,Having Flembers is associated with Denoden.,Denoden causes Flembers.,11119,first,0
2557,63,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,Higher degree,54848,1710587479743,1710587424895,female,English,getting,Agoriv,Themaglin,PP,640ce3e5772a5a2776ccddb5,65f57e192f7c9ce94d0bfb50,65f5705be11b7bb4e9b1968d,Agoriv is associated with having Themaglin.,Agoriv causes Themaglin.,31501,second,0
2563,56,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Graduated High-school,100268,1710587494959,1710587394691,male,english,having,Denoden,Ceflar,PP,6267a4624333d6f655d22fa9,65f57df81b19a041bbde1dcb,65f5705be11b7bb4e9b1968d,Denoden is associated with getting Ceflar.,Denoden causes Ceflar.,65529,second,0
2571,53,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,Higher degree,56562,1710587507054,1710587450492,female,english,getting,Rebosen,Themaglin,subj,65980c06392b4b99f413fe30,65f57e351c411d371249dad7,65f5705be11b7bb4e9b1968d,Getting Rebosen is associated with Themaglin.,Rebosen causes Themaglin.,28419,first,0
2583,63,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated College,46826,1710587540593,1710587493767,female,English,getting,Ceflar,Denoden,subj,5e9ff7eb78eeb11a4ed9e114,65f57e5ea94897240363d7c7,65f5705be11b7bb4e9b1968d,Getting Ceflar is associated with Denoden.,Denoden causes Ceflar.,23080,first,0
2457,25,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Higher degree,22948,1710587087320,1710587064372,male,English,getting,Flembers,Ceflar,subj,63526e9e6d02698f8e5d7bec,65f57cb15d662ccfda7176a1,65f5705be11b7bb4e9b1968d,Getting Flembers is associated with Ceflar.,Ceflar causes Flembers.,9280,first,0
2471,31,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Higher degree,35414,1710587130399,1710587094985,female,English,having,Ceflar,Agoriv,subj,616c9332fbd4c31a4973114c,65f57cd144684c49035150f6,65f5705be11b7bb4e9b1968d,Having Ceflar is associated with Agoriv.,Agoriv causes Ceflar.,17371,first,0
2472,33,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,Graduated College,55012,1710587133696,1710587078684,female,English,getting,Agoriv,Denoden,PP,608c522a6e54f1b8fac820a3,65f57cbfee786cff7aa2272b,65f5705be11b7bb4e9b1968d,Agoriv is associated with having Denoden.,Denoden causes Agoriv.,30410,second,0
2477,52,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated High-school,120315,1710587158291,1710587037976,male,1,getting,Themaglin,Agoriv,subj,63ef938aea545fb9bd19a591,65f57c9626b268bf89ec1d00,65f5705be11b7bb4e9b1968d,Getting Themaglin is associated with Agoriv.,Agoriv causes Themaglin.,51308,first,0
2481,21,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Graduated High-school,39333,1710587178828,1710587139495,female,English,getting,Ceflar,Rebosen,PP,5df119cae3cc5b012d81f64b,65f57cfa4d61aa2462a036bb,65f5705be11b7bb4e9b1968d,Ceflar is associated with having Rebosen.,Rebosen causes Ceflar.,23449,second,0
2488,49,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Higher degree,38884,1710587211065,1710587172181,male,English,having,Ceflar,Denoden,subj,59feed1da383a100011b3eaa,65f57d1dc4b0110a2eea673f,65f5705be11b7bb4e9b1968d,Having Ceflar is associated with Denoden.,Denoden causes Ceflar.,20795,first,0
2492,67,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,Graduated High-school,52118,1710587231449,1710587179331,male,English,having,Agoriv,Rebosen,PP,5ea04f91e044e106a914fbd6,65f57d25d2c2d2a4ff76641a,65f5705be11b7bb4e9b1968d,Agoriv is associated with getting Rebosen.,Rebosen causes Agoriv.,29192,second,0
2497,45,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Graduated College,46554,1710587252613,1710587206059,male,English,getting,Denoden,Rebosen,PP,581ccd016c73180001fa5b2a,65f57d440480fb47aae847d8,65f5705be11b7bb4e9b1968d,Denoden is associated with having Rebosen.,Rebosen causes Denoden.,24807,second,0
2499,30,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Higher degree,12405,1710587253369,1710587240964,male,English,getting,Denoden,Themaglin,subj,6426cfe964863ee2ff26642f,65f57c9e3cc1862af61a9eff,65f5705be11b7bb4e9b1968d,Getting Denoden is associated with Themaglin.,Denoden causes Themaglin.,1104,first,0
2461,42,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,Graduated College,56080,1710587084621,1710587028541,male,English,having,Rebosen,Agoriv,PP,6546505ff30bb961559e7067,65f57c952f7c9ce94d0bfad1,65f5705be11b7bb4e9b1968d,Rebosen is associated with getting Agoriv.,Agoriv causes Rebosen.,31631,second,0
2466,38,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Graduated High-school,55327,1710587117417,1710587062090,female,English ,having,Rebosen,Themaglin,PP,5fad74db5cdcd70beb72b777,65f57ca81b19a041bbde1d72,65f5705be11b7bb4e9b1968d,Rebosen is associated with getting Themaglin.,Themaglin causes Rebosen.,31378,second,0
2468,47,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Graduated College,72997,1710587125985,1710587052988,female,English ,having,Ceflar,Rebosen,PP,6303809730ba6f53288a4f85,65f57c8ddf5d5ea675b1c974,65f5705be11b7bb4e9b1968d,Ceflar is associated with getting Rebosen.,Ceflar causes Rebosen.,40980,second,0
2485,51,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Graduated High-school,49702,1710587189027,1710587139325,female,English ,having,Denoden,Flembers,subj,60d9b145a32eaa6cf61d1d07,65f57cf964065b50fae25628,65f5705be11b7bb4e9b1968d,Having Denoden is associated with Flembers.,Flembers causes Denoden.,19734,first,0
2493,30,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Higher degree,30215,1710587231850,1710587201635,male,English,having,Themaglin,Agoriv,subj,6426cfe964863ee2ff26642f,65f57c9e3cc1862af61a9eff,65f5705be11b7bb4e9b1968d,Having Themaglin is associated with Agoriv.,Agoriv causes Themaglin.,14743,first,0
2508,24,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated College,40198,1710587284984,1710587244786,female,"English, Albanian",getting,Agoriv,Themaglin,PP,5b352dfca822a700010cf71f,65f57d67c4a4cbdb07767f9e,65f5705be11b7bb4e9b1968d,Agoriv is associated with having Themaglin.,Themaglin causes Agoriv.,22606,second,0
2522,30,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Higher degree,41486,1710587339536,1710587298050,female,English ,getting,Agoriv,Themaglin,subj,5d49dd914aff6e0001fb6eaf,65f57d9a1147bc02884a0bb7,65f5705be11b7bb4e9b1968d,Getting Agoriv is associated with Themaglin.,Themaglin causes Agoriv.,13358,first,0
2525,53,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,Graduated College,56346,1710587342282,1710587285936,male,English,having,Rebosen,Agoriv,PP,542bdb6dfdf99b324ea37c3a,65f57d8d5a0fd1f1dad5ab79,65f5705be11b7bb4e9b1968d,Rebosen is associated with getting Agoriv.,Rebosen causes Agoriv.,24111,second,0
2533,58,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,wording can be very misleading ,Graduated High-school,93832,1710587375111,1710587281279,male,,having,Ceflar,Rebosen,PP,5ca72418dfde770001979841,65f57d891147bc02884a0bb1,65f5705be11b7bb4e9b1968d,Ceflar is associated with getting Rebosen.,Rebosen causes Ceflar.,28748,second,0
2464,34,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Higher degree,46549,1710587103745,1710587057196,female,English ,getting,Ceflar,Denoden,PP,59d8ec713e5ea00001e1d09c,65f57ca6c2c3b78c8ed5aa83,65f5705be11b7bb4e9b1968d,Ceflar is associated with having Denoden.,Denoden causes Ceflar.,28485,second,0
2491,64,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,Graduated College,73734,1710587223544,1710587149810,female,english,getting,Rebosen,Agoriv,PP,6030cf35e7fec0f5c6d201c5,65f57d058a3cb154ab513083,65f5705be11b7bb4e9b1968d,Rebosen is associated with having Agoriv.,Agoriv causes Rebosen.,31272,second,0
2506,54,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,Graduated High-school,64358,1710587277026,1710587212668,female,English ,having,Rebosen,Ceflar,PP,5c714e3c21beb1000181bc74,65f57d1aa0ffd51e16cd77bf,65f5705be11b7bb4e9b1968d,Rebosen is associated with getting Ceflar.,Rebosen causes Ceflar.,30099,second,0
