submission_id,age,choice1,choice2,choiceNameFirst,comments,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemType,languages,name1,name2,prompt,response,responseTime,targeted,trialNR
1415,53,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,There should be a neither option,Higher degree,56821,1705074043384,1705073986563,male,disease,English,Rebosen,Ceflar,The disease Rebosen has been found to be associated with Ceflar.,Rebosen causes Ceflar.,29676,first,0
1427,21,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,Graduated College,31350,1705074093945,1705074062595,female,drug,English,Agoriv,Themaglin,The drug Agoriv has been found to be associated with Themaglin.,Agoriv causes Themaglin.,13331,first,0
1433,38,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Graduated College,30402,1705074102531,1705074072129,female,disease,english,Flembers,Themaglin,Flembers has been found to be associated with the disease Themaglin.,Flembers causes Themaglin.,13795,second,0
1438,42,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Graduated College,43323,1705074124461,1705074081138,female,disease,English ,Ceflar,Themaglin,Ceflar has been found to be associated with the disease Themaglin.,Ceflar causes Themaglin.,21731,second,0
1443,50,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Graduated College,181756,1705074135779,1705073954023,female,drug,English,Ceflar,Flembers,The drug Ceflar has been found to be associated with Flembers.,Flembers causes Ceflar.,29115,first,0
1442,31,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Graduated College,40744,1705074128610,1705074087866,male,drug,English,Ceflar,Themaglin,The drug Ceflar has been found to be associated with Themaglin.,Ceflar causes Themaglin.,14877,first,0
1445,29,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Graduated College,32748,1705074146905,1705074114157,female,disease,English,Themaglin,Ceflar,The disease Themaglin has been found to be associated with Ceflar.,Ceflar causes Themaglin.,19686,first,0
1458,34,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Graduated College,72667,1705074188136,1705074115469,female,drug,English,Flembers,Agoriv,The drug Flembers has been found to be associated with Agoriv.,Agoriv causes Flembers.,30950,first,0
1470,46,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Graduated High-school,67609,1705074217510,1705074149901,male,drug,English,Flembers,Themaglin,Flembers has been found to be associated with the drug Themaglin.,Themaglin causes Flembers.,42010,second,0
1480,31,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Graduated College,32280,1705074248079,1705074215799,female,disease,English,Themaglin,Flembers,The disease Themaglin has been found to be associated with Flembers.,Themaglin causes Flembers.,15356,first,0
1490,42,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Higher degree,43502,1705074268719,1705074225217,female,disease,english,Denoden,Ceflar,The disease Denoden has been found to be associated with Ceflar.,Ceflar causes Denoden.,22976,first,0
1493,34,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated College,90045,1705074271174,1705074181129,male,drug,"English, Portuguese",Denoden,Ceflar,Denoden has been found to be associated with the drug Ceflar.,Ceflar causes Denoden.,59196,second,0
1496,30,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,Graduated College,30144,1705074278971,1705074248827,female,drug,,Agoriv,Rebosen,The drug Agoriv has been found to be associated with Rebosen.,Agoriv causes Rebosen.,14191,first,0
1512,38,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Graduated High-school,45859,1705074330271,1705074284412,female,disease,English,Flembers,Agoriv,The disease Flembers has been found to be associated with Agoriv.,Agoriv causes Flembers.,20142,first,0
1529,50,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,Graduated College,62258,1705074366264,1705074304006,female,disease,English,Rebosen,Denoden,Rebosen has been found to be associated with the disease Denoden.,Denoden causes Rebosen.,39297,second,0
1446,36,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,Graduated High-school,50859,1705074149399,1705074098540,female,drug,English ,Rebosen,Denoden,Rebosen has been found to be associated with the drug Denoden.,Denoden causes Rebosen.,22975,second,0
1456,50,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Graduated College,99953,1705074182269,1705074082316,female,disease,English,Agoriv,Flembers,Agoriv has been found to be associated with the disease Flembers.,Flembers causes Agoriv.,67025,second,0
1457,29,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated College,51108,1705074184065,1705074132957,female,disease,English ,Agoriv,Themaglin,Agoriv has been found to be associated with the disease Themaglin.,Themaglin causes Agoriv.,25370,second,0
1492,56,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Higher degree,93918,1705074269593,1705074175675,male,disease,English,Themaglin,Rebosen,The disease Themaglin has been found to be associated with Rebosen.,Rebosen causes Themaglin.,70357,first,0
1528,43,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,Graduated College,39634,1705074362308,1705074322674,male,drug,English,Rebosen,Flembers,The drug Rebosen has been found to be associated with Flembers.,Rebosen causes Flembers.,16672,first,0
1546,59,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Graduated High-school,69571,1705074407864,1705074338293,male,disease,English,Denoden,Themaglin,Denoden has been found to be associated with the disease Themaglin.,Themaglin causes Denoden.,44064,second,0
1550,75,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,Graduated High-school,63311,1705074432763,1705074369452,female,drug,English,Agoriv,Ceflar,Agoriv has been found to be associated with the drug Ceflar.,Ceflar causes Agoriv.,33376,second,0
1447,23,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Graduated College,53457,1705074149462,1705074096005,female,disease,English,Themaglin,Rebosen,Themaglin has been found to be associated with the disease Rebosen.,Rebosen causes Themaglin.,30187,second,0
1453,42,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Graduated High-school,31066,1705074176001,1705074144935,male,disease,English,Rebosen,Ceflar,Rebosen has been found to be associated with the disease Ceflar.,Rebosen causes Ceflar.,11688,second,0
1471,35,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,Graduated College,53461,1705074215330,1705074161869,female,drug,English,Rebosen,Agoriv,The drug Rebosen has been found to be associated with Agoriv.,Rebosen causes Agoriv.,34328,first,0
1486,34,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Graduated College,27167,1705074255877,1705074228710,male,disease,English,Themaglin,Rebosen,The disease Themaglin has been found to be associated with Rebosen.,Rebosen causes Themaglin.,13848,first,0
1505,37,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Higher degree,51913,1705074311403,1705074259490,male,drug,english,Flembers,Ceflar,Flembers has been found to be associated with the drug Ceflar.,Ceflar causes Flembers.,23707,second,0
1448,22,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated College,31817,1705074102519,1705074070702,female,disease,English,Ceflar,Denoden,Ceflar has been found to be associated with the disease Denoden.,Ceflar causes Denoden.,17861,second,0
1459,52,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Graduated College,43811,1705074189536,1705074145725,male,disease,english,Agoriv,Ceflar,The disease Agoriv has been found to be associated with Ceflar.,Ceflar causes Agoriv.,13775,first,0
1477,54,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,The question didn't make sense. The newspaper says one drug contained another. The question made it sound like one drug caused a condition or side effect,Graduated College,139308,1705074241353,1705074102045,female,drug,English,Denoden,Agoriv,Denoden has been found to be associated with the drug Agoriv.,Denoden causes Agoriv.,32711,second,0
1485,30,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Higher degree,24328,1705074255380,1705074231052,female,drug,english,Flembers,Agoriv,The drug Flembers has been found to be associated with Agoriv.,Flembers causes Agoriv.,11564,first,0
1497,23,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,Graduated College,37530,1705074281124,1705074243594,female,drug,English,Rebosen,Agoriv,Rebosen has been found to be associated with the drug Agoriv.,Agoriv causes Rebosen.,18012,second,0
1511,49,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,Completely ambiguous sentence without more context,Higher degree,146334,1705074329478,1705074183144,male,disease,English,Denoden,Flembers,Denoden has been found to be associated with the disease Flembers.,Flembers causes Denoden.,74114,second,0
1518,44,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,Graduated College,36376,1705074340730,1705074304354,male,disease,English,Rebosen,Ceflar,Rebosen has been found to be associated with the disease Ceflar.,Ceflar causes Rebosen.,16610,second,0
1531,79,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated High-school,50897,1705074368016,1705074317119,female,disease,English,Themaglin,Agoriv,The disease Themaglin has been found to be associated with Agoriv.,Agoriv causes Themaglin.,18289,first,0
1611,34,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,No comments ,Higher degree,102996,1705074640627,1705074537632,female,drug,English,Flembers,Agoriv,The drug Flembers has been found to be associated with Agoriv.,Agoriv causes Flembers.,47603,first,0
1449,26,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated College,50302,1705074154915,1705074104613,female,disease,English,Ceflar,Denoden,Ceflar has been found to be associated with the disease Denoden.,Ceflar causes Denoden.,28109,second,0
1454,47,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated College,68398,1705074181852,1705074113454,male,drug,English,Themaglin,Agoriv,The drug Themaglin has been found to be associated with Agoriv.,Themaglin causes Agoriv.,26820,first,0
1478,56,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,Graduated College,46946,1705074231345,1705074184399,male,disease,English,Rebosen,Flembers,Rebosen has been found to be associated with the disease Flembers.,Rebosen causes Flembers.,25848,second,0
1483,68,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,Graduated High-school,69193,1705074251925,1705074182732,female,disease,English,Themaglin,Denoden,Themaglin has been found to be associated with the disease Denoden.,Themaglin causes Denoden.,25320,second,0
1498,50,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated College,57084,1705074280771,1705074223687,male,disease,English,Themaglin,Agoriv,The disease Themaglin has been found to be associated with Agoriv.,Agoriv causes Themaglin.,13294,first,0
1450,73,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,Higher degree,92666,1705074155821,1705074063155,female,disease,English,Ceflar,Flembers,Ceflar has been found to be associated with the disease Flembers.,Flembers causes Ceflar.,56609,second,0
1452,37,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,Higher degree,51187,1705074168865,1705074117678,female,drug,english,Agoriv,Rebosen,Agoriv has been found to be associated with the drug Rebosen.,Rebosen causes Agoriv.,24819,second,0
1461,51,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Graduated High-school,52391,1705074193009,1705074140618,female,disease,English ,Ceflar,Flembers,The disease Ceflar has been found to be associated with Flembers.,Flembers causes Ceflar.,22399,first,0
1462,40,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Graduated College,40944,1705074196450,1705074155506,female,disease,English,Agoriv,Flembers,Agoriv has been found to be associated with the disease Flembers.,Agoriv causes Flembers.,21872,second,0
1465,32,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,Higher degree,43349,1705074209917,1705074166568,female,drug,English,Agoriv,Denoden,The drug Agoriv has been found to be associated with Denoden.,Agoriv causes Denoden.,18244,first,0
1472,39,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Did not graduate High-school,33867,1705074226856,1705074192989,male,drug,english,Denoden,Themaglin,Denoden has been found to be associated with the drug Themaglin.,Themaglin causes Denoden.,14774,second,0
1482,60,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Graduated High-school,109335,1705074248797,1705074139462,female,disease,English,Ceflar,Themaglin,The disease Ceflar has been found to be associated with Themaglin.,Themaglin causes Ceflar.,67027,first,0
1487,25,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,Higher degree,37655,1705074265517,1705074227862,female,drug,English ,Rebosen,Themaglin,Rebosen has been found to be associated with the drug Themaglin.,Themaglin causes Rebosen.,16563,second,0
1494,26,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,Graduated College,29108,1705074269165,1705074240057,other,disease,english,Ceflar,Agoriv,Ceflar has been found to be associated with the disease Agoriv.,Ceflar causes Agoriv.,13854,second,0
1451,44,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated College,29885,1705074166488,1705074136603,female,disease,English,Agoriv,Themaglin,The disease Agoriv has been found to be associated with Themaglin.,Agoriv causes Themaglin.,16700,first,0
1460,45,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,Higher degree,59334,1705074192870,1705074133536,female,drug,English,Agoriv,Denoden,Agoriv has been found to be associated with the drug Denoden.,Denoden causes Agoriv.,43367,second,0
1463,31,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,Graduated College,34450,1705074205018,1705074170568,male,disease,,Ceflar,Agoriv,Ceflar has been found to be associated with the disease Agoriv.,Ceflar causes Agoriv.,21293,second,0
1468,41,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Did not graduate High-school,50831,1705074214489,1705074163658,female,drug,English,Rebosen,Themaglin,The drug Rebosen has been found to be associated with Themaglin.,Rebosen causes Themaglin.,19882,first,0
1481,57,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,Higher degree,56313,1705074248766,1705074192453,male,disease,,Flembers,Denoden,The disease Flembers has been found to be associated with Denoden.,Denoden causes Flembers.,35189,first,0
1455,31,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated College,78179,1705074180159,1705074101980,female,drug,English,Ceflar,Denoden,The drug Ceflar has been found to be associated with Denoden.,Ceflar causes Denoden.,41739,first,0
1466,26,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Higher degree,43763,1705074212191,1705074168428,female,disease,English ,Ceflar,Denoden,The disease Ceflar has been found to be associated with Denoden.,Denoden causes Ceflar.,28660,first,0
1473,36,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,Graduated College,83505,1705074224044,1705074140539,female,drug,English,Ceflar,Rebosen,Ceflar has been found to be associated with the drug Rebosen.,Ceflar causes Rebosen.,48812,second,0
1475,58,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Graduated College,59537,1705074237776,1705074178239,female,drug,English ,Flembers,Agoriv,Flembers has been found to be associated with the drug Agoriv.,Agoriv causes Flembers.,25310,second,0
1488,39,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Higher degree,43785,1705074266092,1705074222307,female,disease,English,Ceflar,Denoden,The disease Ceflar has been found to be associated with Denoden.,Denoden causes Ceflar.,16000,first,0
1464,35,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,Graduated College,64964,1705074207394,1705074142430,female,disease,English,Themaglin,Denoden,The disease Themaglin has been found to be associated with Denoden.,Denoden causes Themaglin.,28043,first,0
1469,34,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Graduated College,45111,1705074240558,1705074195447,male,disease,English,Flembers,Denoden,The disease Flembers has been found to be associated with Denoden.,Denoden causes Flembers.,22460,first,0
1476,27,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Higher degree,38759,1705074237997,1705074199238,female,drug,English,Denoden,Rebosen,The drug Denoden has been found to be associated with Rebosen.,Denoden causes Rebosen.,18976,first,0
1479,63,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Graduated College,40052,1705074252350,1705074212298,male,disease,English,Agoriv,Flembers,Agoriv has been found to be associated with the disease Flembers.,Flembers causes Agoriv.,18131,second,0
1491,37,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,Graduated High-school,69453,1705074268766,1705074199313,male,disease,English,Themaglin,Agoriv,Themaglin has been found to be associated with the disease Agoriv.,Agoriv causes Themaglin.,39005,second,0
1500,52,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated High-school,37447,1705074283317,1705074245870,female,disease,English,Agoriv,Themaglin,The disease Agoriv has been found to be associated with Themaglin.,Themaglin causes Agoriv.,14504,first,0
1509,28,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,Higher degree,50320,1705074324200,1705074273880,female,drug,English,Flembers,Rebosen,The drug Flembers has been found to be associated with Rebosen.,Rebosen causes Flembers.,33770,first,0
1517,50,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Graduated High-school,61949,1705074348117,1705074286168,female,disease,English,Agoriv,Ceflar,The disease Agoriv has been found to be associated with Ceflar.,Ceflar causes Agoriv.,39090,first,0
1533,68,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,Did not graduate High-school,53486,1705074371816,1705074318330,female,disease,english,Agoriv,Ceflar,Agoriv has been found to be associated with the disease Ceflar.,Agoriv causes Ceflar.,23758,second,0
1467,40,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,Graduated College,69855,1705074212704,1705074142849,female,disease,English ,Ceflar,Rebosen,The disease Ceflar has been found to be associated with Rebosen.,Rebosen causes Ceflar.,24972,first,0
1474,,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,,109928,1705074228052,1705074118124,,disease,,Themaglin,Ceflar,The disease Themaglin has been found to be associated with Ceflar.,Themaglin causes Ceflar.,84024,first,0
1484,24,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Graduated College,48857,1705074252276,1705074203419,female,drug,English,Agoriv,Flembers,The drug Agoriv has been found to be associated with Flembers.,Agoriv causes Flembers.,25719,first,0
1499,72,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,Graduated College,60007,1705074281788,1705074221781,female,drug,English,Rebosen,Flembers,Rebosen has been found to be associated with the drug Flembers.,Flembers causes Rebosen.,30729,second,0
1504,23,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,First thought was different after thinking about it twice I chose my option,Graduated College,112474,1705074305773,1705074193299,female,disease,English ,Denoden,Ceflar,Denoden has been found to be associated with the disease Ceflar.,Denoden causes Ceflar.,56826,second,0
1508,55,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Graduated College,62117,1705074322339,1705074260222,male,disease,English,Flembers,Denoden,Flembers has been found to be associated with the disease Denoden.,Denoden causes Flembers.,32913,second,0
1514,41,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Graduated High-school,70653,1705074332195,1705074261542,female,drug,,Denoden,Agoriv,The drug Denoden has been found to be associated with Agoriv.,Denoden causes Agoriv.,35663,first,0
1489,42,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,Higher degree,34319,1705074269285,1705074234966,female,drug,english,Agoriv,Rebosen,The drug Agoriv has been found to be associated with Rebosen.,Agoriv causes Rebosen.,17184,first,0
1495,41,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Graduated College,41508,1705074273712,1705074232204,female,disease,english,Themaglin,Denoden,Themaglin has been found to be associated with the disease Denoden.,Themaglin causes Denoden.,18011,second,0
1501,60,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Graduated High-school,30603,1705074296681,1705074266078,female,disease,English,Ceflar,Rebosen,Ceflar has been found to be associated with the disease Rebosen.,Rebosen causes Ceflar.,5651,second,0
1502,62,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,none thanks.,Did not graduate High-school,66481,1705074296897,1705074230416,female,disease,English,Ceflar,Themaglin,The disease Ceflar has been found to be associated with Themaglin.,Themaglin causes Ceflar.,27168,first,0
1507,41,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated High-school,44772,1705074315436,1705074270664,male,drug,English,Themaglin,Agoriv,The drug Themaglin has been found to be associated with Agoriv.,Themaglin causes Agoriv.,23336,first,0
1520,25,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,Higher degree,59860,1705074342327,1705074282467,female,disease,English,Rebosen,Agoriv,The disease Rebosen has been found to be associated with Agoriv.,Agoriv causes Rebosen.,37550,first,0
1521,36,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Higher degree,36679,1705074359083,1705074322404,female,drug,English,Denoden,Agoriv,The drug Denoden has been found to be associated with Agoriv.,Denoden causes Agoriv.,17383,first,0
1526,57,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,Higher degree,51549,1705074359673,1705074308124,female,disease,,Rebosen,Denoden,Rebosen has been found to be associated with the disease Denoden.,Denoden causes Rebosen.,32039,second,0
1584,31,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Higher degree,90316,1705074516637,1705074426321,female,drug,,Themaglin,Ceflar,The drug Themaglin has been found to be associated with Ceflar.,Themaglin causes Ceflar.,34388,first,0
1503,60,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Higher degree,69000,1705074303713,1705074234713,male,disease,,Agoriv,Ceflar,The disease Agoriv has been found to be associated with Ceflar.,Ceflar causes Agoriv.,31474,first,0
1516,55,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Graduated College,60097,1705074338749,1705074278652,male,disease,English ,Rebosen,Ceflar,The disease Rebosen has been found to be associated with Ceflar.,Ceflar causes Rebosen.,25813,first,0
1538,60,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Higher degree,33340,1705074386151,1705074352811,female,disease,English,Flembers,Agoriv,The disease Flembers has been found to be associated with Agoriv.,Agoriv causes Flembers.,13760,first,0
1548,58,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Higher degree,39603,1705074440299,1705074400696,male,disease,English,Ceflar,Denoden,Ceflar has been found to be associated with the disease Denoden.,Ceflar causes Denoden.,18468,second,0
1549,59,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,Graduated High-school,60833,1705074425318,1705074364485,male,drug,,Denoden,Themaglin,Denoden has been found to be associated with the drug Themaglin.,Themaglin causes Denoden.,21217,second,0
1561,41,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Graduated High-school,99106,1705074460055,1705074360949,male,disease,english,Flembers,Themaglin,Flembers has been found to be associated with the disease Themaglin.,Flembers causes Themaglin.,76943,second,0
1570,63,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Graduated High-school,72016,1705074491321,1705074419305,male,disease,English,Ceflar,Rebosen,Ceflar has been found to be associated with the disease Rebosen.,Ceflar causes Rebosen.,39023,second,0
1506,62,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,Graduated College,78599,1705074315496,1705074236897,male,disease,English,Agoriv,Ceflar,Agoriv has been found to be associated with the disease Ceflar.,Agoriv causes Ceflar.,37592,second,0
1532,27,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Higher degree,81189,1705074368177,1705074286988,male,disease,English,Denoden,Ceflar,The disease Denoden has been found to be associated with Ceflar.,Ceflar causes Denoden.,47640,first,0
1534,33,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,None,Higher degree,39340,1705074374407,1705074335067,male,disease,English,Flembers,Themaglin,The disease Flembers has been found to be associated with Themaglin.,Flembers causes Themaglin.,21540,first,0
1539,36,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Graduated High-school,63285,1705074388276,1705074324991,male,drug,English,Agoriv,Flembers,The drug Agoriv has been found to be associated with Flembers.,Agoriv causes Flembers.,28320,first,0
1551,27,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Graduated College,43449,1705074432061,1705074388612,male,disease,English,Ceflar,Rebosen,Ceflar has been found to be associated with the disease Rebosen.,Rebosen causes Ceflar.,24432,second,0
1510,29,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Higher degree,65871,1705074324948,1705074259077,male,drug,"English , Yoruba",Themaglin,Denoden,Themaglin has been found to be associated with the drug Denoden.,Themaglin causes Denoden.,30204,second,0
1513,32,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Graduated College,33436,1705074332479,1705074299043,female,disease,English,Flembers,Ceflar,The disease Flembers has been found to be associated with Ceflar.,Ceflar causes Flembers.,12948,first,0
1524,29,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Higher degree,33769,1705074354965,1705074321196,female,disease,english,Agoriv,Denoden,Agoriv has been found to be associated with the disease Denoden.,Agoriv causes Denoden.,22757,second,0
1525,41,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Higher degree,40058,1705074356192,1705074316134,male,drug,,Themaglin,Ceflar,Themaglin has been found to be associated with the drug Ceflar.,Ceflar causes Themaglin.,22959,second,0
1540,37,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Higher degree,45035,1705074387370,1705074342335,female,drug,English,Denoden,Agoriv,Denoden has been found to be associated with the drug Agoriv.,Agoriv causes Denoden.,19976,second,0
1515,68,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Graduated High-school,41033,1705074336829,1705074295796,female,disease,English,Flembers,Denoden,The disease Flembers has been found to be associated with Denoden.,Flembers causes Denoden.,13854,first,0
1519,32,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,Graduated High-school,52970,1705074341781,1705074288811,female,disease,English,Themaglin,Agoriv,Themaglin has been found to be associated with the disease Agoriv.,Agoriv causes Themaglin.,29497,second,0
1522,37,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,Graduated College,80534,1705074349164,1705074268630,female,disease,English,Rebosen,Agoriv,Rebosen has been found to be associated with the disease Agoriv.,Agoriv causes Rebosen.,41399,second,0
1523,61,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Did not graduate High-school,71070,1705074351120,1705074280050,male,drug,English,Agoriv,Flembers,Agoriv has been found to be associated with the drug Flembers.,Flembers causes Agoriv.,43781,second,0
1530,50,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Higher degree,59153,1705074365961,1705074306808,female,drug,English,Flembers,Themaglin,The drug Flembers has been found to be associated with Themaglin.,Flembers causes Themaglin.,23239,first,0
1527,38,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,Higher degree,34871,1705074360397,1705074325526,female,drug,English,Rebosen,Flembers,The drug Rebosen has been found to be associated with Flembers.,Rebosen causes Flembers.,15762,first,0
1542,50,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,Won't let me complete,Graduated High-school,31271,1705074405328,1705074374057,female,drug,English,Themaglin,Flembers,The drug Themaglin has been found to be associated with Flembers.,Themaglin causes Flembers.,1352,first,0
1545,74,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,Graduated College,96553,1705074402160,1705074305608,female,disease,English,Themaglin,Agoriv,Themaglin has been found to be associated with the disease Agoriv.,Agoriv causes Themaglin.,49563,second,0
1558,38,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,Graduated College,41281,1705074455417,1705074414136,female,drug,english,Rebosen,Themaglin,Rebosen has been found to be associated with the drug Themaglin.,Themaglin causes Rebosen.,22497,second,0
1560,53,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,Higher degree,51048,1705074458422,1705074407374,male,drug,English,Agoriv,Rebosen,Agoriv has been found to be associated with the drug Rebosen.,Rebosen causes Agoriv.,27136,second,0
1562,32,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,Higher degree,30754,1705074464911,1705074434157,male,disease,english,Agoriv,Rebosen,Agoriv has been found to be associated with the disease Rebosen.,Agoriv causes Rebosen.,11835,second,0
