submission_id,QUD,QUDTarget,age,choice1,choice2,choiceNameFirst,comments,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,name1,name2,prolific_pid,prolific_session_id,prolific_study_id,response,responseTime,statement,statementFirst,treatment,trialNR
1797,I am surprised that you think Agoriv should be removed from the samples.,first,27,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Higher degree,38452,1709908979419,1709908940967,male,English,Agoriv,Denoden,60990670eadeb64a27a55f2e,65eb23aeb36a62c8683d006f,65eb1de69438b51c1c55a653,Agoriv causes Denoden.,19436,Denoden is associated with Agoriv.,second,avoidance,0
1803,I am surprised that you think Rebosen should be removed from the samples.,first,39,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,Graduated High-school,94777,1709908984935,1709908890158,female,English ,Rebosen,Agoriv,653555db179dc4e859ef43fb,65eb2381ef6874dcb088c5fc,65eb1de69438b51c1c55a653,Rebosen causes Agoriv.,66981,Agoriv is associated with Rebosen.,second,avoidance,0
1811,I was surprised to see Denoden in yesterday's sample.,second,39,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated College,40375,1709909072351,1709909031976,female,English,Ceflar,Denoden,5e94721dcf3467000af77d5d,65eb23ff93bf0f0f1f278e17,65eb1de69438b51c1c55a653,Ceflar causes Denoden.,22871,Denoden is associated with Ceflar.,second,observation,0
1829,I was surprised to see Themaglin in yesterday's sample.,second,34,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Higher degree,37601,1709909171473,1709909133872,male,english,Ceflar,Themaglin,607eba3149bb09e39019b9ae,65eb2489813edb2b01fe0f0f,65eb1de69438b51c1c55a653,Ceflar causes Themaglin.,21379,Themaglin is associated with Ceflar.,second,observation,0
1845,I was surprised to see Agoriv in yesterday's sample.,first,40,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Graduated High-school,61213,1709909237870,1709909176657,female,english,Agoriv,Ceflar,63e84abe5ebed76bc45a9dab,65eb24b12880512814653158,65eb1de69438b51c1c55a653,Agoriv causes Ceflar.,40427,Ceflar is associated with Agoriv.,second,observation,0
1802,I was surprised to see Themaglin in yesterday's sample.,second,67,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Graduated High-school,159795,1709908983507,1709908823712,male,,Ceflar,Themaglin,6557215c15014042f990a7bb,65eb23506ab7cab31b9f2f2e,65eb1de69438b51c1c55a653,Ceflar causes Themaglin.,113580,Themaglin is associated with Ceflar.,second,observation,0
1812,I am surprised that you think Flembers should be removed from the samples.,second,36,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Graduated College,123276,1709909037720,1709908914444,female,English,Agoriv,Flembers,5d53d2a6c6740300017ce7b6,65eb23a671dabeb0c788c60d,65eb1de69438b51c1c55a653,Flembers causes Agoriv.,24680,Agoriv is associated with Flembers.,first,avoidance,0
1805,I am surprised that you think Rebosen should be removed from the samples.,first,41,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,Graduated High-school,164296,1709908992165,1709908827869,male,English,Rebosen,Ceflar,5a9dd20b4eecca0001dd9f1d,65eb235869d580d8564c9ee2,65eb1de69438b51c1c55a653,Rebosen causes Ceflar.,127363,Ceflar is associated with Rebosen.,second,avoidance,0
1820,I am surprised that you think Denoden should be removed from the samples.,second,47,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Graduated College,41712,1709909121658,1709909079946,female,,Themaglin,Denoden,5ce94777de266200151ea319,65eb244f2101655db282a4d1,65eb1de69438b51c1c55a653,Denoden causes Themaglin.,24999,Denoden is associated with Themaglin.,second,avoidance,0
1824,I was surprised to see Ceflar in yesterday's sample.,second,41,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Graduated High-school,151740,1709909130979,1709908979239,female,English,Flembers,Ceflar,5f7bfb7947a8901eadd910df,65eb23ea4e91e8adcf0ca6bd,65eb1de69438b51c1c55a653,Ceflar causes Flembers.,132932,Flembers is associated with Ceflar.,first,observation,0
1832,I am surprised that you think Flembers should be removed from the samples.,first,35,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Higher degree,81924,1709909190918,1709909108994,male,,Flembers,Themaglin,60cb76347e4c493351b9e2f7,65eb246c8b67c53d44d12077,65eb1de69438b51c1c55a653,Themaglin causes Flembers.,60214,Themaglin is associated with Flembers.,second,avoidance,0
1838,I was surprised to see Agoriv in yesterday's sample.,first,27,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Graduated College,32493,1709909213398,1709909180905,male,English,Agoriv,Ceflar,63d13b740d6c5fa4a1128aed,65eb24b76cd67578d24a1077,65eb1de69438b51c1c55a653,Ceflar causes Agoriv.,16695,Agoriv is associated with Ceflar.,first,observation,0
1813,I was surprised to see Rebosen in yesterday's sample.,first,39,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,Graduated High-school,53060,1709909054273,1709909001213,female,English,Rebosen,Agoriv,5e1f1ec9debba10112ac5733,65eb2400005427a3d986e9f0,65eb1de69438b51c1c55a653,Agoriv causes Rebosen.,30558,Rebosen is associated with Agoriv.,first,observation,0
1822,I am surprised that you think Denoden should be removed from the samples.,first,50,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Graduated College,70786,1709909127626,1709909056840,female,english,Denoden,Agoriv,6151e0ef0e9ddaac501531bc,65eb243aae5c91a2656de2a8,65eb1de69438b51c1c55a653,Denoden causes Agoriv.,49893,Agoriv is associated with Denoden.,second,avoidance,0
1848,I was surprised to see Denoden in yesterday's sample.,first,45,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,Graduated College,35334,1709909252405,1709909217071,female,English,Denoden,Flembers,59dcaf7124d7bf00012f09c4,65eb24dad7f2e3c9aa7d6a4f,65eb1de69438b51c1c55a653,Flembers causes Denoden.,18051,Flembers is associated with Denoden.,second,observation,0
1849,I am surprised that you think Flembers should be removed from the samples.,second,28,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,Graduated College,41163,1709909252959,1709909211796,male,English,Rebosen,Flembers,62d65f0da51d995e67b0a92e,65eb24d245f27ff2527fa748,65eb1de69438b51c1c55a653,Rebosen causes Flembers.,20981,Flembers is associated with Rebosen.,second,avoidance,0
1857,I am surprised that you think Rebosen should be removed from the samples.,first,69,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,Higher degree,126945,1709909296263,1709909169318,female,English,Rebosen,Ceflar,62ac48f8586465c87a4f17c2,65eb24a9d601bbd3d2f8325c,65eb1de69438b51c1c55a653,Rebosen causes Ceflar.,92595,Rebosen is associated with Ceflar.,first,avoidance,0
1862,I was surprised to see Rebosen in yesterday's sample.,first,64,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Graduated High-school,110552,1709909304018,1709909193466,female,English,Rebosen,Denoden,5fed9b2291948ab1c1fb2351,65eb24c5f22437f84ecd8700,65eb1de69438b51c1c55a653,Denoden causes Rebosen.,41209,Denoden is associated with Rebosen.,second,observation,0
1866,I am surprised that you think Ceflar should be removed from the samples.,first,42,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Higher degree,43621,1709909318312,1709909274691,female,English,Ceflar,Themaglin,56be3b8b202307000ccbb10c,65eb25158391c6763f1506db,65eb1de69438b51c1c55a653,Themaglin causes Ceflar.,25241,Ceflar is associated with Themaglin.,first,avoidance,0
1817,I was surprised to see Ceflar in yesterday's sample.,first,26,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Graduated High-school,34162,1709909091673,1709909057511,female,english,Ceflar,Themaglin,5a1ddd16728b1b0001adb0f8,65eb243a6bc57316021fa212,65eb1de69438b51c1c55a653,Themaglin causes Ceflar.,16870,Ceflar is associated with Themaglin.,first,observation,0
1821,I am surprised that you think Flembers should be removed from the samples.,second,68,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,Graduated High-school,76877,1709909119586,1709909042709,female,english,Ceflar,Flembers,5c57476e59095a0001bad911,65eb242dc67d1dae4f5e085e,65eb1de69438b51c1c55a653,Flembers causes Ceflar.,44952,Ceflar is associated with Flembers.,first,avoidance,0
1835,I was surprised to see Themaglin in yesterday's sample.,second,60,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Graduated High-school,60507,1709909197148,1709909136641,male,English ,Denoden,Themaglin,5c6983cd187d9c00018d0cde,65eb248886187bd19631a3f8,65eb1de69438b51c1c55a653,Themaglin causes Denoden.,32080,Themaglin is associated with Denoden.,second,observation,0
1841,I was surprised to see Rebosen in yesterday's sample.,first,33,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,Graduated College,77327,1709909229844,1709909152517,female,,Rebosen,Flembers,5fceb997bc11f516590460ee,65eb24975cc8b96eaa8ffb08,65eb1de69438b51c1c55a653,Rebosen causes Flembers.,57712,Flembers is associated with Rebosen.,second,observation,0
1842,I am surprised that you think Denoden should be removed from the samples.,first,35,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Higher degree,39149,1709909234464,1709909195315,male,English,Denoden,Ceflar,5d3a0bd20ebaf3001961ef18,65eb24c29215855d621fd499,65eb1de69438b51c1c55a653,Denoden causes Ceflar.,22341,Ceflar is associated with Denoden.,second,avoidance,0
1818,I was surprised to see Flembers in yesterday's sample.,second,58,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Did not graduate High-school,83767,1709909114702,1709909030935,female,English,Agoriv,Flembers,5c28f32031d4ec0001e5083c,65eb241ba49cf4ebb0d6479f,65eb1de69438b51c1c55a653,Flembers causes Agoriv.,41197,Agoriv is associated with Flembers.,first,observation,0
1819,I was surprised to see Denoden in yesterday's sample.,second,43,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Graduated College,71559,1709909114700,1709909043141,female,English,Agoriv,Denoden,5eaf0acf4413665f37de789b,65eb2429ac3068c6b495112c,65eb1de69438b51c1c55a653,Agoriv causes Denoden.,35774,Agoriv is associated with Denoden.,first,observation,0
1827,I am surprised that you think Rebosen should be removed from the samples.,first,34,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,Nil ,Higher degree,61277,1709909155476,1709909094199,male,English,Rebosen,Denoden,62b629edb7c97d5de8516ad0,65eb2459ef6874dcb088c64c,65eb1de69438b51c1c55a653,Rebosen causes Denoden.,22852,Denoden is associated with Rebosen.,second,avoidance,0
1834,I was surprised to see Denoden in yesterday's sample.,first,29,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,Higher degree,59865,1709909194015,1709909134150,female,English,Denoden,Rebosen,5ab94e8cf69e940001d8fd25,65eb248a59debe6d7306e4d8,65eb1de69438b51c1c55a653,Denoden causes Rebosen.,48277,Rebosen is associated with Denoden.,second,observation,0
1837,I am surprised that you think Flembers should be removed from the samples.,second,34,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Graduated College,33108,1709909205679,1709909172571,male,English,Themaglin,Flembers,64138df5c0704ce6ca56e237,65eb24ae93bf0f0f1f278e30,65eb1de69438b51c1c55a653,Flembers causes Themaglin.,15498,Themaglin is associated with Flembers.,first,avoidance,0
1823,I was surprised to see Ceflar in yesterday's sample.,first,31,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,Thank you ,Graduated High-school,44814,1709909125890,1709909081076,female,English ,Ceflar,Denoden,5f3adfbf2e598b7a0b73c45e,65eb24527132c44e17689c10,65eb1de69438b51c1c55a653,Denoden causes Ceflar.,21504,Ceflar is associated with Denoden.,first,observation,0
1830,I was surprised to see Rebosen in yesterday's sample.,second,48,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,Higher degree,56966,1709909184289,1709909127323,female,English,Flembers,Rebosen,62a133f31c71d01e25386981,65eb2467d11b2ac54bfdefc2,65eb1de69438b51c1c55a653,Flembers causes Rebosen.,30977,Rebosen is associated with Flembers.,second,observation,0
1840,I am surprised that you think Themaglin should be removed from the samples.,second,65,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Higher degree,44374,1709909217398,1709909173024,female,English,Denoden,Themaglin,5b79b92355860100014774f0,65eb24af1e6ce68ecc07d357,65eb1de69438b51c1c55a653,Themaglin causes Denoden.,21927,Themaglin is associated with Denoden.,second,avoidance,0
1867,I am surprised that you think Agoriv should be removed from the samples.,first,34,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Graduated College,73205,1709909324286,1709909251081,female,English,Agoriv,Flembers,63d7a046e7d314f31f410d29,65eb24fde8ec484ddc55b4bd,65eb1de69438b51c1c55a653,Agoriv causes Flembers.,48982,Agoriv is associated with Flembers.,first,avoidance,0
1871,I am surprised that you think Ceflar should be removed from the samples.,first,42,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Higher degree,36499,1709909329846,1709909293347,female,English,Ceflar,Rebosen,5ad23186d9f7470001db1a6f,65eb252426c10df9e0cb3017,65eb1de69438b51c1c55a653,Rebosen causes Ceflar.,18261,Ceflar is associated with Rebosen.,first,avoidance,0
1828,I was surprised to see Rebosen in yesterday's sample.,second,54,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Graduated High-school,114615,1709909161154,1709909046539,male,English,Ceflar,Rebosen,6096ecc582b972e5305fbb85,65eb242d32c887872a07d37b,65eb1de69438b51c1c55a653,Rebosen causes Ceflar.,84398,Ceflar is associated with Rebosen.,first,observation,0
1839,I am surprised that you think Agoriv should be removed from the samples.,first,29,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,Higher degree,69346,1709909216306,1709909146960,female,English,Agoriv,Rebosen,5f2ea9c0a638c92312e4ae5c,65eb2494ac3068c6b4951148,65eb1de69438b51c1c55a653,Agoriv causes Rebosen.,28416,Agoriv is associated with Rebosen.,first,avoidance,0
1831,I am surprised that you think Flembers should be removed from the samples.,second,47,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Graduated College,77786,1709909184970,1709909107184,female,English,Agoriv,Flembers,6131057db82458b8609961c1,65eb246b05812e2727637db1,65eb1de69438b51c1c55a653,Flembers causes Agoriv.,50567,Agoriv is associated with Flembers.,first,avoidance,0
1847,I am surprised that you think Denoden should be removed from the samples.,second,52,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,Graduated College,92230,1709909243436,1709909151206,female,English,Rebosen,Denoden,63761d26aceed18c21423b5f,65eb2493584b048be44c9eed,65eb1de69438b51c1c55a653,Denoden causes Rebosen.,52335,Denoden is associated with Rebosen.,second,avoidance,0
1854,I am surprised that you think Ceflar should be removed from the samples.,second,40,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Higher degree,68417,1709909290801,1709909222384,female,English,Flembers,Ceflar,5e64f37b765e8a25f310a048,65eb24dde889466648fd7df0,65eb1de69438b51c1c55a653,Flembers causes Ceflar.,47297,Ceflar is associated with Flembers.,second,avoidance,0
1855,I was surprised to see Agoriv in yesterday's sample.,second,62,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,Higher degree,63707,1709909296183,1709909232476,female,English,Denoden,Agoriv,5f60fad1438cb2026e428741,65eb24dbf5329f4151617963,65eb1de69438b51c1c55a653,Denoden causes Agoriv.,33176,Agoriv is associated with Denoden.,second,observation,0
1833,I was surprised to see Denoden in yesterday's sample.,second,34,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated College,91989,1709909193067,1709909101078,female,English ,Ceflar,Denoden,5da44d8faebbe900153d9d3a,65eb2462584b048be44c9ee5,65eb1de69438b51c1c55a653,Ceflar causes Denoden.,57963,Ceflar is associated with Denoden.,first,observation,0
1851,I am surprised that you think Themaglin should be removed from the samples.,second,49,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Graduated College,56785,1709909271712,1709909214927,female,English,Flembers,Themaglin,5c3512d27ab36100015bd89a,65eb24d5a0c7c796458e9905,65eb1de69438b51c1c55a653,Themaglin causes Flembers.,31816,Flembers is associated with Themaglin.,first,avoidance,0
1868,I was surprised to see Themaglin in yesterday's sample.,first,34,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Graduated College,120836,1709909373227,1709909252391,male,English,Themaglin,Rebosen,5f7d89e68e20522626a6e862,65eb24cd75cd1ae288c97b08,65eb1de69438b51c1c55a653,Rebosen causes Themaglin.,7277,Themaglin is associated with Rebosen.,first,observation,0
1872,I was surprised to see Ceflar in yesterday's sample.,second,28,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,,25202,1709909341354,1709909316152,female,English,Agoriv,Ceflar,608de796e01aab901bea05d1,65eb253cd7f2e3c9aa7d6a87,65eb1de69438b51c1c55a653,Agoriv causes Ceflar.,13001,Agoriv is associated with Ceflar.,first,observation,0
1873,I am surprised that you think Flembers should be removed from the samples.,second,69,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Graduated High-school,169598,1709909342548,1709909172950,female,English,Themaglin,Flembers,61017977184be1b1d2a89218,65eb24a8f8dc0a5856fd7da7,65eb1de69438b51c1c55a653,Flembers causes Themaglin.,133454,Flembers is associated with Themaglin.,second,avoidance,0
1874,I was surprised to see Themaglin in yesterday's sample.,second,53,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Graduated College,60112,1709909349138,1709909289026,female,English,Denoden,Themaglin,5828a6738dd4690001256b33,65eb251e8391c6763f1506de,65eb1de69438b51c1c55a653,Denoden causes Themaglin.,28753,Denoden is associated with Themaglin.,first,observation,0
1875,I was surprised to see Rebosen in yesterday's sample.,first,43,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Graduated High-school,74471,1709909355409,1709909280938,male,English ,Rebosen,Themaglin,5de7fc0a75ce6e80152f80cf,65eb2519e1893c264829b372,65eb1de69438b51c1c55a653,Themaglin causes Rebosen.,43798,Rebosen is associated with Themaglin.,first,observation,0
1876,I was surprised to see Flembers in yesterday's sample.,second,64,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,Graduated College,48197,1709909355792,1709909307595,female,English,Rebosen,Flembers,5ea0613bef1e880130b36f45,65eb2537f557996ec09f2fdc,65eb1de69438b51c1c55a653,Flembers causes Rebosen.,19961,Flembers is associated with Rebosen.,second,observation,0
1877,I was surprised to see Rebosen in yesterday's sample.,second,26,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,Graduated College,36854,1709909357969,1709909321115,male,English,Denoden,Rebosen,5deb05909f631c23193bbffd,65eb254308c0828ed0b7db8a,65eb1de69438b51c1c55a653,Rebosen causes Denoden.,24672,Denoden is associated with Rebosen.,first,observation,0
1886,I was surprised to see Agoriv in yesterday's sample.,second,27,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Graduated College,41935,1709909373269,1709909331334,male,English ,Flembers,Agoriv,63f77f79278126e103659cf4,65eb254ff4962643ddb7db86,65eb1de69438b51c1c55a653,Flembers causes Agoriv.,23629,Agoriv is associated with Flembers.,second,observation,0
1893,I am surprised that you think Rebosen should be removed from the samples.,second,36,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,Graduated High-school,34884,1709909419666,1709909384782,male,English,Agoriv,Rebosen,5bcb47c7c013ee0001037c02,65eb2581d03d5d3e2d06e57e,65eb1de69438b51c1c55a653,Agoriv causes Rebosen.,18419,Agoriv is associated with Rebosen.,first,avoidance,0
1903,I am surprised that you think Denoden should be removed from the samples.,first,47,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated High-school,103673,1709909458322,1709909354649,female,English ,Denoden,Ceflar,5a4bf76e53a4560001ba0f12,65eb254ad601bbd3d2f832a9,65eb1de69438b51c1c55a653,Ceflar causes Denoden.,61786,Denoden is associated with Ceflar.,first,avoidance,0
1906,I am surprised that you think Agoriv should be removed from the samples.,second,33,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,Graduated College,42513,1709909468106,1709909425593,male,,Denoden,Agoriv,5af33dc65072c70001068a45,65eb25ab14a4b1409ac97b71,65eb1de69438b51c1c55a653,Agoriv causes Denoden.,24568,Agoriv is associated with Denoden.,second,avoidance,0
1915,I am surprised that you think Denoden should be removed from the samples.,first,61,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated High-school,64220,1709909508517,1709909444297,male,English,Denoden,Ceflar,5680452cc5767f00121cc81a,65eb25bbad8823bedeb037e1,65eb1de69438b51c1c55a653,Ceflar causes Denoden.,45495,Denoden is associated with Ceflar.,first,avoidance,0
1878,I was surprised to see Denoden in yesterday's sample.,second,35,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Graduated College,28637,1709909360300,1709909331663,female,English,Themaglin,Denoden,6127c89a145f6be7b6527daa,65eb254f7c979c516995ad97,65eb1de69438b51c1c55a653,Themaglin causes Denoden.,15712,Themaglin is associated with Denoden.,first,observation,0
1879,I was surprised to see Agoriv in yesterday's sample.,second,22,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,Graduated College,72448,1709909361484,1709909289036,female,english,Denoden,Agoriv,61087501fcd2e262d8a6621a,65eb25204df22a4f0831a3d5,65eb1de69438b51c1c55a653,Agoriv causes Denoden.,47587,Denoden is associated with Agoriv.,first,observation,0
1889,I am surprised that you think Agoriv should be removed from the samples.,first,31,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Graduated High-school,40549,1709909389017,1709909348468,female,English ,Agoriv,Flembers,5724e865386f1b0013e9563a,65eb255fe8ec484ddc55b4e0,65eb1de69438b51c1c55a653,Agoriv causes Flembers.,19944,Agoriv is associated with Flembers.,first,avoidance,0
1896,I am surprised that you think Denoden should be removed from the samples.,second,71,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,all good,Graduated College,115191,1709909315618,1709909200427,female,English,Agoriv,Denoden,59eb2cc98c371000010bb196,65eb2539ede7bd4c6342bc99,65eb1de69438b51c1c55a653,Denoden causes Agoriv.,68721,Agoriv is associated with Denoden.,first,avoidance,0
1900,I was surprised to see Agoriv in yesterday's sample.,first,43,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Higher degree,72100,1709909449374,1709909377274,female,English ,Agoriv,Flembers,5cdc004ad6bdfa001aeb6129,65eb2578c4d54d368d2ec75d,65eb1de69438b51c1c55a653,Agoriv causes Flembers.,37301,Agoriv is associated with Flembers.,first,observation,0
1901,I was surprised to see Flembers in yesterday's sample.,second,26,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,Higher degree,93307,1709909453093,1709909359786,female,English,Denoden,Flembers,5acfdb527677430001c8f1e9,65eb256087df1a888c0b66c5,65eb1de69438b51c1c55a653,Flembers causes Denoden.,8596,Flembers is associated with Denoden.,second,observation,0
1905,I am surprised that you think Denoden should be removed from the samples.,second,54,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Higher degree,58407,1709909467759,1709909409352,female,English,Themaglin,Denoden,5ed934c19e6b4a496cd6da06,65eb259afc33f84a4bda94ca,65eb1de69438b51c1c55a653,Denoden causes Themaglin.,33583,Denoden is associated with Themaglin.,second,avoidance,0
1913,I am surprised that you think Flembers should be removed from the samples.,second,36,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Higher degree,58315,1709909507891,1709909449576,female,English,Themaglin,Flembers,562435d4ed6e5a0011c812d0,65eb25c5b139d0170b6531c5,65eb1de69438b51c1c55a653,Flembers causes Themaglin.,40632,Flembers is associated with Themaglin.,second,avoidance,0
1880,I was surprised to see Themaglin in yesterday's sample.,second,23,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Graduated College,38637,1709909362242,1709909323605,female,English,Rebosen,Themaglin,60fd145751137d5f50130f0b,65eb25461fec2d02e641e2fa,65eb1de69438b51c1c55a653,Rebosen causes Themaglin.,25983,Rebosen is associated with Themaglin.,first,observation,0
1881,I am surprised that you think Denoden should be removed from the samples.,first,22,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,,42553,1709909365892,1709909323339,male,,Denoden,Rebosen,5e833d4ab80abf02a1761589,65eb25477132c44e17689c75,65eb1de69438b51c1c55a653,Denoden causes Rebosen.,22684,Rebosen is associated with Denoden.,second,avoidance,0
1902,I was surprised to see Rebosen in yesterday's sample.,second,46,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,Graduated College,66426,1709909457904,1709909391478,male,English ,Flembers,Rebosen,60000d7b438a351baee5eeba,65eb2587f4ca300b44278e82,65eb1de69438b51c1c55a653,Flembers causes Rebosen.,42549,Flembers is associated with Rebosen.,first,observation,0
1917,I was surprised to see Themaglin in yesterday's sample.,first,52,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,Graduated College,35720,1709909510230,1709909474510,male,English,Themaglin,Agoriv,60feb2be3bb57f04327c03f4,65eb25dc2500543d5e7f5c95,65eb1de69438b51c1c55a653,Agoriv causes Themaglin.,21479,Agoriv is associated with Themaglin.,second,observation,0
1929,I am surprised that you think Denoden should be removed from the samples.,second,23,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,Graduated College,31678,1709909536763,1709909505085,male,British,Agoriv,Denoden,62029c5cef1cb18a1337c9cc,65eb25faaea1a885e88c6718,65eb1de69438b51c1c55a653,Denoden causes Agoriv.,14386,Denoden is associated with Agoriv.,second,avoidance,0
1948,I am surprised that you think Agoriv should be removed from the samples.,second,34,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,Higher degree,48473,1709909582453,1709909533980,male,English,Denoden,Agoriv,5b75532d2aef0d0001c22f5c,65eb261af9a537da84856881,65eb1de69438b51c1c55a653,Denoden causes Agoriv.,29031,Denoden is associated with Agoriv.,first,avoidance,0
2003,I am surprised that you think Ceflar should be removed from the samples.,first,,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,,12630,1709909773452,1709909760822,,,Ceflar,Themaglin,597b50cb1fc28a0001917d9a,65eb26fbf4962643ddb7dbf3,65eb1de69438b51c1c55a653,Themaglin causes Ceflar.,8640,Ceflar is associated with Themaglin.,first,avoidance,0
2006,I am surprised that you think Rebosen should be removed from the samples.,second,23,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,Higher degree,22545,1709909785123,1709909762578,male,english,Agoriv,Rebosen,5ede156177b7da029db38614,65eb26ff2c3ed516b12ec7ac,65eb1de69438b51c1c55a653,Rebosen causes Agoriv.,9658,Agoriv is associated with Rebosen.,first,avoidance,0
1882,I was surprised to see Denoden in yesterday's sample.,second,59,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,interesting,Higher degree,296942,1709909367442,1709909070500,female,english,Ceflar,Denoden,5ddadbe7b04389a3cd424a82,65eb243f9138e19a014cc955,65eb1de69438b51c1c55a653,Ceflar causes Denoden.,186266,Ceflar is associated with Denoden.,first,observation,0
1936,I was surprised to see Rebosen in yesterday's sample.,first,42,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,Graduated College,56495,1709909556764,1709909500269,female,English,Rebosen,Themaglin,5a5f7480acc75b00017aab51,65eb25f6c4d54d368d2ec77d,65eb1de69438b51c1c55a653,Themaglin causes Rebosen.,33017,Themaglin is associated with Rebosen.,second,observation,0
1939,I was surprised to see Flembers in yesterday's sample.,first,24,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,Higher degree,40145,1709909565006,1709909524861,female,English,Flembers,Denoden,5e9ec8f7e16784000beea696,65eb260f813edb2b01fe0f94,65eb1de69438b51c1c55a653,Denoden causes Flembers.,20912,Flembers is associated with Denoden.,first,observation,0
