submission_id,age,choice1,choice2,choiceNameFirst,comments,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,name1,name2,prolific_pid,prolific_session_id,prolific_study_id,response,responseTime,trialNR
1308,61,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,firstTopic,Graduated College,108470,1705061008516,1705060900046,female,English,Flembers,Themaglin,5f529c8d81da7d58cd46cc29,65a12a2019601417c84d65da,65a122e9f05db70790ca9ad7,Themaglin causes Flembers.,75733,0
1317,63,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,secondTopic,Graduated High-school,78604,1705061049308,1705060970704,male,English,Denoden,Agoriv,5ec9288c8ec8f804d6809d9b,65a12a6214c9e5b877da6f55,65a122e9f05db70790ca9ad7,Denoden causes Agoriv.,41938,0
1318,69,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,n/a,secondTopic,Graduated College,94107,1705061064046,1705060969939,male,English,Ceflar,Agoriv,5f90632f36d7b010513bc198,65a12a594578f1fdd662d957,65a122e9f05db70790ca9ad7,Ceflar causes Agoriv.,38016,0
1314,21,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,secondTopic,Graduated College,55366,1705061031751,1705060976385,female,English,Flembers,Denoden,5fe9f4af50c73d970297ecc1,65a12a6b9394712d91014bdb,65a122e9f05db70790ca9ad7,Flembers causes Denoden.,20617,0
1319,53,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,secondTopic,Graduated High-school,198221,1705061160644,1705060962423,male,english,Agoriv,Flembers,5739f0a514f69e000d7c8f1a,65a12a5aea25afdc0b128d29,65a122e9f05db70790ca9ad7,Flembers causes Agoriv.,174805,0
1321,47,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,firstTopic,Graduated High-school,83526,1705072653888,1705072570362,male,English,Flembers,Agoriv,5eb88a864ff3447c5a193e1c,65a157b1b173c78aa2cb214e,65a1558a287e4da2c7e273b0,Agoriv causes Flembers.,38199,0
1322,34,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,firstTopic,Graduated High-school,41794,1705072685824,1705072644030,male,English,Themaglin,Rebosen,6318c0a4cb9283beadb86aef,65a157fe7481db70fd65aa81,65a1558a287e4da2c7e273b0,Themaglin causes Rebosen.,18745,0
1323,49,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,secondTopic,,50544,1705072691647,1705072641103,male,English ,Agoriv,Denoden,5b98f0ac0a155300018e26c0,65a157f9a24319e1245cff16,65a1558a287e4da2c7e273b0,Denoden causes Agoriv.,32599,0
1324,38,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,no,firstTopic,Graduated College,24197,1705072699828,1705072675631,male,english,Themaglin,Agoriv,63d7a3d4e2bb16fb1975d341,65a1581882326fcf0b1cd49e,65a1558a287e4da2c7e273b0,Themaglin causes Agoriv.,10830,0
1325,45,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,secondTopic,Higher degree,43052,1705072717930,1705072674878,female,English,Denoden,Themaglin,5ed4eb0e91ac4d011cb77c93,65a1581a77dfc42c3809fd21,65a1558a287e4da2c7e273b0,Themaglin causes Denoden.,23101,0
1333,26,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,secondTopic,Higher degree,26934,1705072932262,1705072905328,female,english,Denoden,Flembers,61624a8096e30edac3a0685a,65a15903be95f10dd8ef2be2,65a1558a287e4da2c7e273b0,Denoden causes Flembers.,10468,0
1338,31,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,secondTopic,Graduated College,38117,1705072996785,1705072958668,female,English ,Rebosen,Flembers,5b0edee43f8b980001a5cba9,65a15938c506614dd16c6c6f,65a1558a287e4da2c7e273b0,Rebosen causes Flembers.,17823,0
1326,30,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,firstTopic,Graduated College,42615,1705072738770,1705072696155,female,English,Rebosen,Agoriv,5eb1ca5e72e4b6317f511243,65a1582493c1c266779d2de4,65a1558a287e4da2c7e273b0,Rebosen causes Agoriv.,19282,0
1327,32,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,firstTopic,Higher degree,39324,1705072825367,1705072786043,other,English ,Rebosen,Ceflar,600224756c914915821a56cc,65a1588c7481db70fd65aa9c,65a1558a287e4da2c7e273b0,Rebosen causes Ceflar.,18173,0
1328,21,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,secondTopic,Graduated College,42515,1705072833938,1705072791423,female,English,Flembers,Ceflar,60fd1ef14b9926d74181569e,65a1588eb6abae3207fa8e49,65a1558a287e4da2c7e273b0,Flembers causes Ceflar.,21419,0
1329,26,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,firstTopic,Graduated High-school,89348,1705072871790,1705072782442,female,English,Ceflar,Denoden,5e20726e5f39763836970b3f,65a15885568de0b549ef2c7d,65a1558a287e4da2c7e273b0,Ceflar causes Denoden.,25617,0
1335,56,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,firstTopic,Graduated College,35592,1705072957405,1705072921813,female,,Themaglin,Flembers,58bbed6fab807a000184525d,65a15911b53897f0161c78ed,65a1558a287e4da2c7e273b0,Themaglin causes Flembers.,19805,0
1330,34,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,firstTopic,Graduated College,61998,1705072886622,1705072824624,male,English ,Ceflar,Denoden,647e135b2a7569c2f18cc9df,65a158b0521d494e95fa8e80,65a1558a287e4da2c7e273b0,Ceflar causes Denoden.,21387,0
1331,32,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,secondTopic,Higher degree,22495,1705072907649,1705072885154,female,english,Denoden,Flembers,5b1ac052ea64a000017c389e,65a158ee3e1912510f60bae2,65a1558a287e4da2c7e273b0,Flembers causes Denoden.,9262,0
1332,34,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,firstTopic,Graduated College,80647,1705072915260,1705072834613,female,English ,Ceflar,Denoden,59a904a19fdf6c0001cba73b,65a158bc58d823550219855b,65a1558a287e4da2c7e273b0,Ceflar causes Denoden.,25428,0
1334,62,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,secondTopic,Higher degree,76464,1705072960017,1705072883553,male,,Flembers,Ceflar,5e972ac569be230840974427,65a158e182326fcf0b1cd4cf,65a1558a287e4da2c7e273b0,Ceflar causes Flembers.,49900,0
1336,43,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,secondTopic,Graduated High-school,75585,1705072966463,1705072890878,male,English,Themaglin,Flembers,6290d7f8e9893e609919976d,65a158f4ef1fdd34252c0798,65a1558a287e4da2c7e273b0,Flembers causes Themaglin.,49378,0
1340,38,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,None,secondTopic,Higher degree,41949,1705073021194,1705072979245,female,English ,Denoden,Rebosen,5f8f40be49664a18164e7231,65a1594b4011d2afcde14684,65a1558a287e4da2c7e273b0,Rebosen causes Denoden.,13063,0
1337,32,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,secondTopic,Graduated High-school,132651,1705072979782,1705072847131,female,English,Denoden,Ceflar,5d1298b0194487001a679c6c,65a158a70212849a9060bb71,65a1558a287e4da2c7e273b0,Denoden causes Ceflar.,70513,0
1341,40,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,firstTopic,Higher degree,90970,1705073081021,1705072990051,female,English,Denoden,Rebosen,5f55685bbc03311306de7720,65a1595689de9feea05cfea9,65a1558a287e4da2c7e273b0,Rebosen causes Denoden.,56094,0
1339,64,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,firstTopic,Graduated High-school,43451,1705073010675,1705072967224,female,English,Ceflar,Rebosen,5deba29b787ce529a9725c54,65a1593e79b3e54e5c0d431d,65a1558a287e4da2c7e273b0,Ceflar causes Rebosen.,16859,0
1120,43,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,firstTopic,Graduated College,35497,1705060024298,1705059988801,male,English,Denoden,Ceflar,57fb71185babd2000141049a,65a12699ded39e553a406244,65a122e9f05db70790ca9ad7,Denoden causes Ceflar.,17054,0
1121,22,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,firstTopic,Graduated College,51826,1705060213760,1705060161934,male,English,Rebosen,Themaglin,62c4447bf90fc4b646c59a62,65a126a7fb05be4e2018dafb,65a122e9f05db70790ca9ad7,Themaglin causes Rebosen.,26709,0
1122,42,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,secondTopic,Higher degree,42710,1705060090390,1705060047680,male,English ,Ceflar,Denoden,59236837989cc20001414f5c,65a126c1080aacaa17759d5d,65a122e9f05db70790ca9ad7,Denoden causes Ceflar.,22210,0
1123,33,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,firstTopic,Higher degree,29738,1705060100317,1705060070579,male,English,Denoden,Ceflar,60ef0152a0a2d4f1fef1c67b,65a126d3c95bfc2b1c014a40,65a122e9f05db70790ca9ad7,Ceflar causes Denoden.,17565,0
1129,39,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,no,secondTopic,Graduated College,31731,1705060165584,1705060133853,female,English,Rebosen,Flembers,5b7d2513c91d640001c611c6,65a1271eded39e553a406272,65a122e9f05db70790ca9ad7,Flembers causes Rebosen.,15582,0
1140,,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,secondTopic,,37147,1705060346192,1705060309045,,,Denoden,Agoriv,5ed02d8b92a5730f56ca529c,65a127ccf05db70790ca9c30,65a122e9f05db70790ca9ad7,Agoriv causes Denoden.,28972,0
1141,41,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,secondTopic,Graduated College,96903,1705060349158,1705060252255,female,English,Agoriv,Themaglin,59d264e2faf42e00012b6cba,65a1278c0dabe829153f1ab0,65a122e9f05db70790ca9ad7,Themaglin causes Agoriv.,68581,0
1143,39,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,firstTopic,Graduated College,74168,1705060359021,1705060284853,female,English,Rebosen,Agoriv,5c6351df1185c40001a36277,65a127b517bb6b7496714f57,65a122e9f05db70790ca9ad7,Agoriv causes Rebosen.,49795,0
1170,53,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,secondTopic,Graduated College,83126,1705060534940,1705060451814,female,,Themaglin,Flembers,5cc738beccedf40015cad7b6,65a128568c5e2964e168cadd,65a122e9f05db70790ca9ad7,Flembers causes Themaglin.,54161,0
1186,24,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,firstTopic,Graduated College,95473,1705060613218,1705060517745,female,English,Themaglin,Denoden,5e2aca4be0c1bf11764e00dd,65a1289f8965b3592f7734fe,65a122e9f05db70790ca9ad7,Themaglin causes Denoden.,69190,0
1198,32,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,firstTopic,Graduated College,36903,1705060645581,1705060608678,female,English,Agoriv,Themaglin,6053583d8ec99854b153ffff,65a128f785a489e938bbc023,65a122e9f05db70790ca9ad7,Themaglin causes Agoriv.,17719,0
1222,33,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,secondTopic,Did not graduate High-school,16302,1705060763149,1705060746847,female,polish,Rebosen,Ceflar,5f1af086e0ba3225821329c7,65a129865a6399c66c802546,65a122e9f05db70790ca9ad7,Rebosen causes Ceflar.,1433,0
1124,62,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,firstTopic,Graduated College,66610,1705060109560,1705060042950,male,English,Themaglin,Denoden,63e57e8adf6f336c1fa9e241,65a126bf1f0ed40bc632a836,65a122e9f05db70790ca9ad7,Themaglin causes Denoden.,35810,0
1125,38,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,secondTopic,Higher degree,64111,1705060124772,1705060060661,female,English,Rebosen,Themaglin,5d2c8cc93eb007000190800c,65a126d2f05db70790ca9bdf,65a122e9f05db70790ca9ad7,Themaglin causes Rebosen.,27243,0
1126,67,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,secondTopic,Graduated College,87328,1705060135468,1705060048140,male,English ,Themaglin,Ceflar,598dd5523694eb0001b81e14,65a126c50b76b9c69c62df6d,65a122e9f05db70790ca9ad7,Ceflar causes Themaglin.,37229,0
1127,34,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,secondTopic,Graduated College,42990,1705060146224,1705060103234,male,English ,Agoriv,Flembers,63bc69a63d3a5a157c184737,65a127003f1e0b7d5f097d3d,65a122e9f05db70790ca9ad7,Agoriv causes Flembers.,15830,0
1128,30,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,secondTopic,Graduated High-school,44936,1705060146932,1705060101996,female,English,Ceflar,Rebosen,629f2a1ac5333345160b9d0e,65a126fb4a417b3218a2b0f6,65a122e9f05db70790ca9ad7,Ceflar causes Rebosen.,22089,0
1131,32,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,secondTopic,Graduated High-school,40471,1705060196898,1705060156427,female,English,Agoriv,Flembers,5a5fae59e0cf3d000126cb05,65a1272c5d0dfb9448e19421,65a122e9f05db70790ca9ad7,Flembers causes Agoriv.,16953,0
1133,50,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,firstTopic,Higher degree,39703,1705060216334,1705060176631,male,,Themaglin,Flembers,63ccf36d28eed40cecc71c8d,65a1274951e0a8b62ad584ab,65a122e9f05db70790ca9ad7,Themaglin causes Flembers.,23787,0
1134,24,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,firstTopic,Graduated College,65445,1705060228747,1705060163302,female,english,Denoden,Ceflar,5d1c7010d4f7b30001d833a2,65a1273c3aeaef761c62e0b0,65a122e9f05db70790ca9ad7,Ceflar causes Denoden.,42253,0
1136,29,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,firstTopic,Higher degree,29548,1705060284590,1705060255042,female,English,Themaglin,Rebosen,5a572107e0cf3d0001263e50,65a1279507bc85122656ebb0,65a122e9f05db70790ca9ad7,Rebosen causes Themaglin.,13350,0
1138,28,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,Would’ve been better suited just on a tablet or desktop,secondTopic,Higher degree,52201,1705060310531,1705060258330,female,English,Agoriv,Ceflar,6146f124bb2e80c27e8b5797,65a1279b980d7c61b7591195,65a122e9f05db70790ca9ad7,Ceflar causes Agoriv.,22439,0
1130,46,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,firstTopic,Graduated High-school,74210,1705060183710,1705060109500,female,,Ceflar,Rebosen,5979c3e92ef10300019af054,65a1270459b954b56a8ce6fa,65a122e9f05db70790ca9ad7,Rebosen causes Ceflar.,48972,0
1132,33,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,firstTopic,Graduated College,37762,1705060210016,1705060172254,female,English,Ceflar,Denoden,6036e6d7a9be29063e16da2d,65a127455a6399c66c802420,65a122e9f05db70790ca9ad7,Denoden causes Ceflar.,17557,0
1135,61,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,firstTopic,Graduated High-school,42274,1705060279262,1705060236988,male,English,Agoriv,Flembers,5ac9069f1667e40001d889f2,65a127889ce6887d75bdb255,65a122e9f05db70790ca9ad7,Agoriv causes Flembers.,19767,0
1137,58,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,firstTopic,Graduated College,78325,1705060296456,1705060218131,male,English,Themaglin,Agoriv,616f315b5e74ca5b9a1d2ca7,65a1277482018d8bbb8d4e07,65a122e9f05db70790ca9ad7,Agoriv causes Themaglin.,38701,0
1147,38,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,secondTopic,Graduated College,28887,1705060402131,1705060373244,male,English,Themaglin,Denoden,5fa8603ba9a9c56e60b79ad2,65a1280f04810323fe8399d1,65a122e9f05db70790ca9ad7,Denoden causes Themaglin.,11996,0
1150,52,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,secondTopic,Higher degree,33640,1705060417751,1705060384111,male,English,Flembers,Themaglin,59e4b3a1896cfc0001921095,65a1281c298a2914d2a54d99,65a122e9f05db70790ca9ad7,Themaglin causes Flembers.,18723,0
1152,50,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,secondTopic,Graduated High-school,42786,1705060420863,1705060378077,female,,Flembers,Agoriv,5f02daa521345d453a228f9b,65a1281254f0e517aa7e9e76,65a122e9f05db70790ca9ad7,Agoriv causes Flembers.,20519,0
1153,50,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,firstTopic,Higher degree,41659,1705060418188,1705060376529,female,english,Agoriv,Flembers,57d1b28b74b21200012d2619,65a127e48965b3592f7734ad,65a122e9f05db70790ca9ad7,Agoriv causes Flembers.,20201,0
1163,58,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,secondTopic,Graduated High-school,112753,1705060516675,1705060403922,female,English,Flembers,Denoden,5ae0a3ccd8775f00015f1156,65a1282297ae1adfeebdb140,65a122e9f05db70790ca9ad7,Flembers causes Denoden.,71141,0
1175,31,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,secondTopic,Graduated College,33427,1705060553371,1705060519944,female,English,Rebosen,Denoden,60953e706e4315704b74eb1f,65a128a3d0f68e117256ed72,65a122e9f05db70790ca9ad7,Denoden causes Rebosen.,16383,0
1139,34,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,secondTopic,Graduated High-school,33195,1705060328488,1705060295293,male,English,Ceflar,Agoriv,5ede846106e3cc0ffc9f70d6,65a127c2368849e7d7878eb4,65a122e9f05db70790ca9ad7,Agoriv causes Ceflar.,19255,0
1158,53,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,secondTopic,Higher degree,56773,1705060459886,1705060403113,female,English,Rebosen,Flembers,5e201636114df83213fc8df9,65a1282a9d26c7b456da7089,65a122e9f05db70790ca9ad7,Flembers causes Rebosen.,30731,0
1195,43,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,firstTopic,Higher degree,32604,1705060641931,1705060609327,male,English ,Denoden,Flembers,5b05cc3511a9a900012e715f,65a128f9045f54d833db69c5,65a122e9f05db70790ca9ad7,Flembers causes Denoden.,17145,0
1215,49,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,secondTopic,Graduated College,47196,1705060734377,1705060687181,male,english,Flembers,Ceflar,654cf162c4734be5a883dffa,65a1294b9394712d91014b74,65a122e9f05db70790ca9ad7,Ceflar causes Flembers.,23733,0
1221,30,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,firstTopic,Graduated High-school,72221,1705060762516,1705060690295,male,English,Rebosen,Themaglin,611c1610a5b698640b84a82c,65a1294931ed2685cc32abe3,65a122e9f05db70790ca9ad7,Themaglin causes Rebosen.,53706,0
1142,27,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,firstTopic,,47621,1705060358170,1705060310549,male,,Flembers,Ceflar,5c51d4dcfd18da00011ac45f,65a127d014c9e5b877da6e64,65a122e9f05db70790ca9ad7,Ceflar causes Flembers.,25803,0
1145,42,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,secondTopic,Graduated College,54666,1705060378213,1705060323547,female,ENGLISH,Rebosen,Flembers,5ef1b77f5bc64a04f4c68141,65a127d33e3c1e062944cfe6,65a122e9f05db70790ca9ad7,Flembers causes Rebosen.,10255,0
1160,35,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,firstTopic,Graduated College,36316,1705060483266,1705060446950,female,English,Denoden,Ceflar,60fef598fdc5d86a5918c7df,65a1285703c8518df19b71fe,65a122e9f05db70790ca9ad7,Denoden causes Ceflar.,16912,0
1171,53,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,firstTopic,Graduated College,44055,1705060535367,1705060491312,male,English,Themaglin,Rebosen,55a1d8e2fdf99b1c103f2660,65a1288134fea90df9839b67,65a122e9f05db70790ca9ad7,Rebosen causes Themaglin.,21931,0
1173,36,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,"I picked the more likely from the binary options, but I did not believe that causation was implied at all in the sentence!",secondTopic,Graduated High-school,68425,1705060544544,1705060476119,female,English,Ceflar,Flembers,5b71998ea27d1600013172ad,65a12876ea25afdc0b128c80,65a122e9f05db70790ca9ad7,Flembers causes Ceflar.,17888,0
1181,35,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,secondTopic,Graduated College,51786,1705060583594,1705060531808,female,English,Ceflar,Denoden,5f1432a0bf131c4757eb1f89,65a128ad31ed2685cc32aba0,65a122e9f05db70790ca9ad7,Denoden causes Ceflar.,33424,0
1190,52,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,My honest answer would have been that I wouldn’t be able to decide fully without reading more information ,secondTopic,Graduated High-school,103386,1705060624783,1705060521397,female,English ,Ceflar,Denoden,645ec1eb6b4dbd5e28b16a56,65a1289dcef11c31d9e11fb7,65a122e9f05db70790ca9ad7,Denoden causes Ceflar.,31961,0
1192,59,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,secondTopic,Graduated High-school,65700,1705060638632,1705060572932,female,English,Flembers,Denoden,604a183313d6f22d1a0bf243,65a128d1e1c4638c65e61623,65a122e9f05db70790ca9ad7,Flembers causes Denoden.,30989,0
1199,22,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,secondTopic,Higher degree,24167,1705060654413,1705060630246,female,English,Flembers,Ceflar,5f2b1bcbfa2da3513cb07b77,65a129115aac3034b6e0b0d6,65a122e9f05db70790ca9ad7,Ceflar causes Flembers.,10216,0
1206,27,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,firstTopic,Graduated High-school,29162,1705060674417,1705060645255,male,English,Flembers,Ceflar,5d41bf44397a63001cf3bd3d,65a1291e2542cab4c1772e48,65a122e9f05db70790ca9ad7,Ceflar causes Flembers.,14738,0
1144,34,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,firstTopic,Higher degree,43799,1705060380607,1705060336808,male,English ,Flembers,Denoden,55256ccbfdf99b546084e425,65a127ea4034dd7ac4a54cff,65a122e9f05db70790ca9ad7,Denoden causes Flembers.,23749,0
1149,26,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,firstTopic,Higher degree,42083,1705060412750,1705060370667,female,English ,Ceflar,Agoriv,60fd439d2024f55d946966ab,65a1280e32d7d774f9e11e1b,65a122e9f05db70790ca9ad7,Ceflar causes Agoriv.,18991,0
1151,72,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,firstTopic,Higher degree,72629,1705060419026,1705060346397,male,English,Agoriv,Denoden,5ace05690527ba0001c286d8,65a127ed5250f561f69f2e51,65a122e9f05db70790ca9ad7,Agoriv causes Denoden.,27030,0
1154,32,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,secondTopic,Higher degree,47591,1705060442740,1705060395149,male,English,Rebosen,Flembers,5f8d6321ba192d045c3ae281,65a128244c9817024a8d4ef6,65a122e9f05db70790ca9ad7,Flembers causes Rebosen.,23620,0
1164,39,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,secondTopic,Graduated High-school,45451,1705060514080,1705060468629,male,English,Themaglin,Flembers,588e7fc25726cc00011d72ce,65a128599138e6b8ad9b723f,65a122e9f05db70790ca9ad7,Themaglin causes Flembers.,23255,0
1176,47,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,secondTopic,Higher degree,26946,1705060564072,1705060537126,female,,Themaglin,Rebosen,570a87445e07ac000f6eabc3,65a128b604810323fe8399f6,65a122e9f05db70790ca9ad7,Themaglin causes Rebosen.,16948,0
1184,34,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,secondTopic,Higher degree,52415,1705060603902,1705060551487,male,English ,Agoriv,Denoden,63172692591f6b7c1b94af3a,65a128bc1822e6e7188ce956,65a122e9f05db70790ca9ad7,Denoden causes Agoriv.,26979,0
1185,55,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,None,secondTopic,Higher degree,51953,1705060608121,1705060556168,male,English,Flembers,Denoden,6457707a43430c565103290a,65a128c067f422e1d9acbc85,65a122e9f05db70790ca9ad7,Denoden causes Flembers.,33391,0
1194,68,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,secondTopic,Higher degree,133197,1705060638009,1705060504812,female,english,Flembers,Denoden,655a89c33de851eb1d4a08d2,65a1288503c8518df19b720f,65a122e9f05db70790ca9ad7,Flembers causes Denoden.,64195,0
1204,26,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,,firstTopic,Graduated College,41730,1705060664385,1705060622655,female,English,Agoriv,Ceflar,5f441181bb3f780f570dc54c,65a129083aeaef761c62e178,65a122e9f05db70790ca9ad7,Ceflar causes Agoriv.,21386,0
1146,35,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,N/A,secondTopic,Higher degree,52923,1705060388735,1705060335812,male,English,Flembers,Rebosen,5dfcf9a12e47259f5bdcd77f,65a127e78dcd2e37f55bc7cb,65a122e9f05db70790ca9ad7,Rebosen causes Flembers.,31650,0
1148,41,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,firstTopic,Graduated College,48434,1705060411394,1705060362960,female,English,Rebosen,Ceflar,5c55fcea58076d000100bf78,65a12804235e7332c4dfb453,65a122e9f05db70790ca9ad7,Rebosen causes Ceflar.,30776,0
1156,36,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,firstTopic,Graduated College,52067,1705060458039,1705060405972,female,English,Rebosen,Flembers,640c85af8fddd5b5615588df,65a127aa34fea90df9839b1d,65a122e9f05db70790ca9ad7,Flembers causes Rebosen.,22093,0
1157,33,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,secondTopic,Graduated College,36264,1705060459308,1705060423044,female,English,Themaglin,Rebosen,5f2460917bb0bd0183f28780,65a1284149b108783aa2614a,65a122e9f05db70790ca9ad7,Rebosen causes Themaglin.,17650,0
1161,60,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,firstTopic,Higher degree,70187,1705060493441,1705060423254,female,English,Themaglin,Agoriv,63b84157bb3eb77c442413e8,65a12844133343091318d8c4,65a122e9f05db70790ca9ad7,Agoriv causes Themaglin.,47973,0
1162,20,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,firstTopic,Graduated High-school,44532,1705060511223,1705060466691,female,english,Agoriv,Flembers,60fd3acfcc770960eb30fee5,65a1286cf05db70790ca9c63,65a122e9f05db70790ca9ad7,Agoriv causes Flembers.,10518,0
1165,43,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,secondTopic,Higher degree,32184,1705060525689,1705060493505,male,English,Denoden,Themaglin,5d469176beeecd0001d01c9e,65a1287e4a417b3218a2b1b6,65a122e9f05db70790ca9ad7,Themaglin causes Denoden.,14140,0
1166,21,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,firstTopic,Graduated High-school,35860,1705060526872,1705060491012,female,english ,Denoden,Rebosen,60f80462613c5e998b7c667b,65a1286048ee4a1f83d5833c,65a122e9f05db70790ca9ad7,Denoden causes Rebosen.,13542,0
1168,41,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,firstTopic,Graduated College,45263,1705060530167,1705060484904,female,English,Ceflar,Agoriv,5877b2fada731b000104aa74,65a1288054f0e517aa7e9e93,65a122e9f05db70790ca9ad7,Agoriv causes Ceflar.,22749,0
1178,29,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,firstTopic,Graduated College,36634,1705060709591,1705060672957,male,English,Rebosen,Agoriv,5e49b2a85ea85e42fd5d8b33,65a128b7045f54d833db6993,65a122e9f05db70790ca9ad7,Agoriv causes Rebosen.,17401,0
